window_id,rally_id,edge,window_start,window_end,row_kind,gt_frame,candidate_frame,offset_frames
16,8,last,29973,30124,unmatched_candidate,,29994,
16,8,last,29973,30124,unmatched_candidate,,30027,
16,8,last,29973,30124,unmatched_candidate,,30065,
16,8,last,29973,30124,unmatched_candidate,,30078,
16,8,last,29973,30124,unmatched_candidate,,30097,
17,9,first,30873,30982,matched,30948,30945,-3
17,9,first,30873,30982,unmatched_candidate,,30958,
17,9,first,30873,30982,unmatched_candidate,,30974,
18,9,last,30982,31090,matched,31014,31012,-2
18,9,last,30982,31090,unmatched_candidate,,30987,
18,9,last,30982,31090,unmatched_candidate,,31029,
18,9,last,30982,31090,unmatched_candidate,,31054,
19,10,first,31489,31604,matched,31564,31569,5
19,10,first,31489,31604,unmatched_candidate,,31580,
19,10,first,31489,31604,unmatched_candidate,,31600,
20,10,last,31604,31718,matched,31642,31646,4
20,10,last,31604,31718,unmatched_candidate,,31630,
20,10,last,31604,31718,unmatched_candidate,,31662,
20,10,last,31604,31718,unmatched_candidate,,31678,
21,11,first,32790,32941,matched,32865,32865,0
21,11,first,32790,32941,unmatched_candidate,,32897,
21,11,first,32790,32941,unmatched_candidate,,32919,
22,11,last,33110,33261,matched,33185,33182,-3
22,11,last,33110,33261,unmatched_candidate,,33118,
22,11,last,33110,33261,unmatched_candidate,,33140,
22,11,last,33110,33261,unmatched_candidate,,33150,
22,11,last,33110,33261,unmatched_candidate,,33217,
23,12,first,33946,34084,matched,34021,34017,-4
23,12,first,33946,34084,unmatched_candidate,,33985,
23,12,first,33946,34084,unmatched_candidate,,34048,
24,12,last,34084,34222,matched,34146,34144,-2
24,12,last,34084,34222,unmatched_candidate,,34095,
24,12,last,34084,34222,unmatched_candidate,,34110,
24,12,last,34084,34222,unmatched_candidate,,34122,
24,12,last,34084,34222,unmatched_candidate,,34154,
24,12,last,34084,34222,unmatched_candidate,,34190,
25,13,first,35062,35213,matched,35137,35121,-16
25,13,first,35062,35213,unmatched_candidate,,35154,
25,13,first,35062,35213,unmatched_candidate,,35174,
25,13,first,35062,35213,unmatched_candidate,,35202,
26,13,last,35381,35532,matched,35456,35455,-1
26,13,last,35381,35532,unmatched_candidate,,35393,
26,13,last,35381,35532,unmatched_candidate,,35414,
26,13,last,35381,35532,unmatched_candidate,,35438,
26,13,last,35381,35532,unmatched_candidate,,35497,
27,14,first,36016,36108,unmatched_gt,36091,,
28,14,last,36108,36199,matched,36123,36121,-2
28,14,last,36108,36199,unmatched_candidate,,36113,
29,15,first,37419,37570,matched,37494,37489,-5
29,15,first,37419,37570,unmatched_candidate,,37531,
29,15,first,37419,37570,unmatched_candidate,,37569,
30,15,last,37617,37768,matched,37692,37694,2
30,15,last,37617,37768,unmatched_candidate,,37622,
30,15,last,37617,37768,unmatched_candidate,,37641,
30,15,last,37617,37768,unmatched_candidate,,37663,
30,15,last,37617,37768,unmatched_candidate,,37726,
31,16,first,38157,38298,matched,38232,38225,-7
31,16,first,38157,38298,unmatched_candidate,,38249,
31,16,first,38157,38298,unmatched_candidate,,38281,
32,16,last,38298,38439,matched,38363,38362,-1
32,16,last,38298,38439,unmatched_candidate,,38302,
32,16,last,38298,38439,unmatched_candidate,,38321,
32,16,last,38298,38439,unmatched_candidate,,38337,
32,16,last,38298,38439,unmatched_candidate,,38414,
33,17,first,38762,38913,matched,38837,38849,12
33,17,first,38762,38913,unmatched_candidate,,38887,
34,18,first,39514,39665,matched,39589,39585,-4
34,18,first,39514,39665,unmatched_candidate,,39649,
35,19,first,40019,40170,matched,40094,40097,3
35,19,first,40019,40170,unmatched_candidate,,40111,
35,19,first,40019,40170,unmatched_candidate,,40145,
35,19,first,40019,40170,unmatched_candidate,,40158,
36,19,last,40285,40436,matched,40360,40358,-2
36,19,last,40285,40436,unmatched_candidate,,40286,
36,19,last,40285,40436,unmatched_candidate,,40316,
36,19,last,40285,40436,unmatched_candidate,,40339,
36,19,last,40285,40436,unmatched_candidate,,40388,
36,19,last,40285,40436,unmatched_candidate,,40398,
37,20,first,42242,42328,matched,42317,42307,-10
37,20,first,42242,42328,unmatched_candidate,,42273,
38,20,last,42328,42413,matched,42337,42336,-1
39,21,first,42717,42868,matched,42792,42788,-4
39,21,first,42717,42868,unmatched_candidate,,42817,
39,21,first,42717,42868,unmatched_candidate,,42833,
39,21,first,42717,42868,unmatched_candidate,,42846,
39,21,first,42717,42868,unmatched_candidate,,42862,
40,21,last,43219,43370,matched,43294,43293,-1
40,21,last,43219,43370,unmatched_candidate,,43235,
40,21,last,43219,43370,unmatched_candidate,,43262,
40,21,last,43219,43370,unmatched_candidate,,43272,
40,21,last,43219,43370,unmatched_candidate,,43307,
41,22,first,44275,44424,matched,44350,44353,3
41,22,first,44275,44424,unmatched_candidate,,44366,
41,22,first,44275,44424,unmatched_candidate,,44389,
42,22,last,44424,44572,matched,44496,44494,-2
42,22,last,44424,44572,unmatched_candidate,,44428,
42,22,last,44424,44572,unmatched_candidate,,44526,
43,23,first,45853,46004,matched,45928,45918,-10
43,23,first,45853,46004,unmatched_candidate,,45969,
43,23,first,45853,46004,unmatched_candidate,,45987,
43,23,first,45853,46004,unmatched_candidate,,46001,
44,23,last,46033,46184,matched,46108,46110,2
44,23,last,46033,46184,unmatched_candidate,,46033,
44,23,last,46033,46184,unmatched_candidate,,46049,
44,23,last,46033,46184,unmatched_candidate,,46089,
44,23,last,46033,46184,unmatched_candidate,,46139,
44,23,last,46033,46184,unmatched_candidate,,46174,
45,24,first,46509,46660,matched,46584,46582,-2
45,24,first,46509,46660,unmatched_candidate,,46614,
45,24,first,46509,46660,unmatched_candidate,,46633,
45,24,first,46509,46660,unmatched_candidate,,46659,
46,24,last,47026,47177,matched,47101,47105,4
46,24,last,47026,47177,unmatched_candidate,,47038,
46,24,last,47026,47177,unmatched_candidate,,47057,
46,24,last,47026,47177,unmatched_candidate,,47121,
47,25,first,47790,47941,matched,47865,47886,21
47,25,first,47790,47941,unmatched_candidate,,47905,
47,25,first,47790,47941,unmatched_candidate,,47918,
47,25,first,47790,47941,unmatched_candidate,,47938,
48,26,first,48442,48593,matched,48517,48513,-4
48,26,first,48442,48593,unmatched_candidate,,48497,
48,26,first,48442,48593,unmatched_candidate,,48537,
48,26,first,48442,48593,unmatched_candidate,,48577,
49,26,last,48788,48939,matched,48863,48862,-1
49,26,last,48788,48939,unmatched_candidate,,48794,
49,26,last,48788,48939,unmatched_candidate,,48824,
49,26,last,48788,48939,unmatched_candidate,,48899,
49,26,last,48788,48939,unmatched_candidate,,48910,
49,26,last,48788,48939,unmatched_candidate,,48930,
50,27,first,49546,49634,unmatched_gt,49621,,
51,27,last,49634,49721,unmatched_gt,49645,,
52,28,first,51029,51180,matched,51104,51105,1
52,28,first,51029,51180,unmatched_candidate,,51118,
52,28,first,51029,51180,unmatched_candidate,,51138,
53,28,last,51466,51617,matched,51541,51538,-3
53,28,last,51466,51617,unmatched_candidate,,51507,
53,28,last,51466,51617,unmatched_candidate,,51521,
54,29,first,52775,52872,matched,52850,52849,-1
54,29,first,52775,52872,unmatched_candidate,,52862,
55,29,last,52872,52968,matched,52892,52891,-1
56,30,first,53547,53698,matched,53622,53633,11
56,30,first,53547,53698,unmatched_candidate,,53659,
56,30,first,53547,53698,unmatched_candidate,,53695,
57,31,first,55264,55354,unmatched_gt,55339,,
58,31,last,55354,55443,matched,55367,55365,-2
59,32,first,55994,56122,matched,56069,56104,35
60,32,last,56122,56250,matched,56174,56160,-14
60,32,last,56122,56250,unmatched_candidate,,56142,
60,32,last,56122,56250,unmatched_candidate,,56206,
60,32,last,56122,56250,unmatched_candidate,,56225,
60,32,last,56122,56250,unmatched_candidate,,56238,
61,33,first,56659,56748,matched,56734,56726,-8
62,33,last,56748,56836,matched,56760,56769,9
63,34,first,58089,58240,matched,58164,58179,15
63,34,first,58089,58240,unmatched_candidate,,58190,
63,34,first,58089,58240,unmatched_candidate,,58206,
64,35,first,59217,59368,matched,59292,59281,-11
64,35,first,59217,59368,unmatched_candidate,,59265,
64,35,first,59217,59368,unmatched_candidate,,59310,
64,35,first,59217,59368,unmatched_candidate,,59339,
64,35,first,59217,59368,unmatched_candidate,,59352,
65,35,last,59812,59963,matched,59887,59886,-1
65,35,last,59812,59963,unmatched_candidate,,59838,
65,35,last,59812,59963,unmatched_candidate,,59871,
65,35,last,59812,59963,unmatched_candidate,,59918,
65,35,last,59812,59963,unmatched_candidate,,59950,
66,36,first,61455,61559,matched,61530,61521,-9
66,36,first,61455,61559,unmatched_candidate,,61489,
66,36,first,61455,61559,unmatched_candidate,,61502,
66,36,first,61455,61559,unmatched_candidate,,61552,
67,36,last,61559,61663,matched,61587,61582,-5
67,36,last,61559,61663,unmatched_candidate,,61603,
67,36,last,61559,61663,unmatched_candidate,,61614,
68,37,first,62182,62333,matched,62257,62257,0
68,37,first,62182,62333,unmatched_candidate,,62225,
68,37,first,62182,62333,unmatched_candidate,,62286,
68,37,first,62182,62333,unmatched_candidate,,62318,
69,37,last,62472,62623,matched,62547,62546,-1
69,37,last,62472,62623,unmatched_candidate,,62477,
69,37,last,62472,62623,unmatched_candidate,,62502,
69,37,last,62472,62623,unmatched_candidate,,62533,
69,37,last,62472,62623,unmatched_candidate,,62577,
70,38,first,66322,66428,matched,66397,66401,4
70,38,first,66322,66428,unmatched_candidate,,66420,
71,38,last,66428,66534,matched,66458,66457,-1
71,38,last,66428,66534,unmatched_candidate,,66430,
71,38,last,66428,66534,unmatched_candidate,,66497,
72,39,first,67140,67268,matched,67215,67217,2
72,39,first,67140,67268,unmatched_candidate,,67230,
73,39,last,67268,67395,matched,67319,67317,-2
73,39,last,67268,67395,unmatched_candidate,,67273,
73,39,last,67268,67395,unmatched_candidate,,67307,
73,39,last,67268,67395,unmatched_candidate,,67342,
74,40,first,67656,67807,matched,67731,67745,14
74,40,first,67656,67807,unmatched_candidate,,67771,
74,40,first,67656,67807,unmatched_candidate,,67784,
75,41,first,68198,68344,matched,68273,68273,0
75,41,first,68198,68344,unmatched_candidate,,68289,
75,41,first,68198,68344,unmatched_candidate,,68313,
75,41,first,68198,68344,unmatched_candidate,,68341,
76,41,last,68344,68490,matched,68414,68414,0
76,41,last,68344,68490,unmatched_candidate,,68382,
76,41,last,68344,68490,unmatched_candidate,,68390,
76,41,last,68344,68490,unmatched_candidate,,68432,
76,41,last,68344,68490,unmatched_candidate,,68462,
77,42,first,68895,69046,matched,68970,68974,4
77,42,first,68895,69046,unmatched_candidate,,68962,
77,42,first,68895,69046,unmatched_candidate,,69008,
77,42,first,68895,69046,unmatched_candidate,,69025,
78,43,first,70631,70740,matched,70706,70717,11
79,43,last,70740,70849,matched,70773,70772,-1
79,43,last,70740,70849,unmatched_candidate,,70741,
79,43,last,70740,70849,unmatched_candidate,,70796,
79,43,last,70740,70849,unmatched_candidate,,70814,
79,43,last,70740,70849,unmatched_candidate,,70830,
80,44,first,71144,71259,matched,71219,71217,-2
80,44,first,71144,71259,unmatched_candidate,,71234,
81,44,last,71259,71373,matched,71297,71295,-2
81,44,last,71259,71373,unmatched_candidate,,71268,
81,44,last,71259,71373,unmatched_candidate,,71312,
81,44,last,71259,71373,unmatched_candidate,,71342,
82,45,first,72309,72460,matched,72384,72385,1
82,45,first,72309,72460,unmatched_candidate,,72398,
82,45,first,72309,72460,unmatched_candidate,,72417,
82,45,first,72309,72460,unmatched_candidate,,72433,
82,45,first,72309,72460,unmatched_candidate,,72449,
83,45,last,72512,72663,matched,72587,72590,3
83,45,last,72512,72663,unmatched_candidate,,72512,
83,45,last,72512,72663,unmatched_candidate,,72531,
83,45,last,72512,72663,unmatched_candidate,,72560,
84,46,first,73230,73360,matched,73305,73296,-9
84,46,first,73230,73360,unmatched_candidate,,73317,
84,46,first,73230,73360,unmatched_candidate,,73329,
85,46,last,73360,73489,matched,73413,73403,-10
85,46,last,73360,73489,unmatched_candidate,,73371,
85,46,last,73360,73489,unmatched_candidate,,73454,
86,47,first,73825,73976,matched,73900,73921,21
86,47,first,73825,73976,unmatched_candidate,,73948,
87,48,first,74493,74644,matched,74568,74561,-7
87,48,first,74493,74644,unmatched_candidate,,74583,
87,48,first,74493,74644,unmatched_candidate,,74616,
88,48,last,75166,75317,matched,75241,75240,-1
88,48,last,75166,75317,unmatched_candidate,,75182,
88,48,last,75166,75317,unmatched_candidate,,75212,
88,48,last,75166,75317,unmatched_candidate,,75225,
88,48,last,75166,75317,unmatched_candidate,,75265,
88,48,last,75166,75317,unmatched_candidate,,75278,
88,48,last,75166,75317,unmatched_candidate,,75310,
89,49,first,75825,75962,matched,75900,75915,15
89,49,first,75825,75962,unmatched_candidate,,75953,
90,49,last,75962,76099,matched,76023,76021,-2
90,49,last,75962,76099,unmatched_candidate,,75981,
90,49,last,75962,76099,unmatched_candidate,,75995,
90,49,last,75962,76099,unmatched_candidate,,76046,
91,50,first,76984,77088,matched,77059,77057,-2
91,50,first,76984,77088,unmatched_candidate,,77073,
92,50,last,77088,77191,matched,77115,77115,0
92,50,last,77088,77191,unmatched_candidate,,77092,
92,50,last,77088,77191,unmatched_candidate,,77158,
92,50,last,77088,77191,unmatched_candidate,,77166,
93,51,first,77869,78020,matched,77944,77935,-9
93,51,first,77869,78020,unmatched_candidate,,77976,
93,51,first,77869,78020,unmatched_candidate,,77985,
93,51,first,77869,78020,unmatched_candidate,,77993,
93,51,first,77869,78020,unmatched_candidate,,78010,
94,51,last,78146,78297,matched,78221,78222,1
94,51,last,78146,78297,unmatched_candidate,,78179,
94,51,last,78146,78297,unmatched_candidate,,78193,
95,52,first,79627,79778,matched,79702,79697,-5
95,52,first,79627,79778,unmatched_candidate,,79719,
95,52,first,79627,79778,unmatched_candidate,,79743,
95,52,first,79627,79778,unmatched_candidate,,79777,
96,52,last,79880,80031,matched,79955,79953,-2
96,52,last,79880,80031,unmatched_candidate,,79894,
96,52,last,79880,80031,unmatched_candidate,,79922,
96,52,last,79880,80031,unmatched_candidate,,79944,
96,52,last,79880,80031,unmatched_candidate,,80001,
96,52,last,79880,80031,unmatched_candidate,,80017,
97,53,first,80925,81076,matched,81000,80996,-4
97,53,first,80925,81076,unmatched_candidate,,81012,
97,53,first,80925,81076,unmatched_candidate,,81035,
97,53,first,80925,81076,unmatched_candidate,,81057,
98,53,last,81139,81290,matched,81214,81217,3
98,53,last,81139,81290,unmatched_candidate,,81150,
98,53,last,81139,81290,unmatched_candidate,,81185,
99,54,first,81871,81971,matched,81946,81970,24
100,54,last,81971,82070,matched,81994,81993,-1
100,54,last,81971,82070,unmatched_candidate,,82030,
101,55,first,83826,83972,matched,83901,83910,9
101,55,first,83826,83972,unmatched_candidate,,83936,
102,55,last,83972,84118,matched,84042,84041,-1
102,55,last,83972,84118,unmatched_candidate,,83975,
102,55,last,83972,84118,unmatched_candidate,,84011,
102,55,last,83972,84118,unmatched_candidate,,84062,
102,55,last,83972,84118,unmatched_candidate,,84110,
103,56,first,84497,84582,matched,84572,84577,5
103,56,first,84497,84582,unmatched_candidate,,84563,
104,56,last,84582,84667,matched,84591,84593,2
104,56,last,84582,84667,unmatched_candidate,,84625,
104,56,last,84582,84667,unmatched_candidate,,84654,
105,57,first,85043,85194,matched,85118,85121,3
105,57,first,85043,85194,unmatched_candidate,,85143,
105,57,first,85043,85194,unmatched_candidate,,85166,
106,57,last,85560,85711,matched,85635,85633,-2
106,57,last,85560,85711,unmatched_candidate,,85573,
106,57,last,85560,85711,unmatched_candidate,,85611,
106,57,last,85560,85711,unmatched_candidate,,85662,
106,57,last,85560,85711,unmatched_candidate,,85678,
107,58,first,86455,86563,matched,86530,86529,-1
107,58,first,86455,86563,unmatched_candidate,,86545,
108,58,last,86563,86670,matched,86594,86592,-2
108,58,last,86563,86670,unmatched_candidate,,86567,
108,58,last,86563,86670,unmatched_candidate,,86621,
109,59,first,87668,87819,matched,87743,87745,2
109,59,first,87668,87819,unmatched_candidate,,87729,
109,59,first,87668,87819,unmatched_candidate,,87758,
109,59,first,87668,87819,unmatched_candidate,,87796,
109,59,first,87668,87819,unmatched_candidate,,87817,
110,59,last,87974,88125,matched,88049,88047,-2
110,59,last,87974,88125,unmatched_candidate,,87998,
110,59,last,87974,88125,unmatched_candidate,,88020,
110,59,last,87974,88125,unmatched_candidate,,88062,
110,59,last,87974,88125,unmatched_candidate,,88095,
111,60,first,88747,88880,matched,88822,88819,-3
111,60,first,88747,88880,unmatched_candidate,,88844,
111,60,first,88747,88880,unmatched_candidate,,88852,
111,60,first,88747,88880,unmatched_candidate,,88879,
112,60,last,88880,89013,matched,88937,88945,8
112,60,last,88880,89013,unmatched_candidate,,88913,
112,60,last,88880,89013,unmatched_candidate,,88977,
112,60,last,88880,89013,unmatched_candidate,,88990,
113,61,first,89403,89554,matched,89478,89473,-5
113,61,first,89403,89554,unmatched_candidate,,89489,
113,61,first,89403,89554,unmatched_candidate,,89511,
113,61,first,89403,89554,unmatched_candidate,,89538,
113,61,first,89403,89554,unmatched_candidate,,89550,
114,61,last,89624,89775,matched,89699,89697,-2
114,61,last,89624,89775,unmatched_candidate,,89637,
114,61,last,89624,89775,unmatched_candidate,,89684,
114,61,last,89624,89775,unmatched_candidate,,89710,
114,61,last,89624,89775,unmatched_candidate,,89729,
115,62,first,90812,90931,matched,90887,90889,2
115,62,first,90812,90931,unmatched_candidate,,90897,
116,62,last,90931,91049,matched,90973,90943,-30
116,62,last,90931,91049,unmatched_candidate,,91009,
117,63,first,91436,91561,matched,91511,91503,-8
117,63,first,91436,91561,unmatched_candidate,,91534,
117,63,first,91436,91561,unmatched_candidate,,91548,
118,63,last,91561,91685,matched,91609,91617,8
118,63,last,91561,91685,unmatched_candidate,,91646,
119,64,first,92227,92378,matched,92302,92305,3
119,64,first,92227,92378,unmatched_candidate,,92318,
119,64,first,92227,92378,unmatched_candidate,,92346,
119,64,first,92227,92378,unmatched_candidate,,92376,
120,64,last,92483,92634,matched,92558,92556,-2
120,64,last,92483,92634,unmatched_candidate,,92504,
120,64,last,92483,92634,unmatched_candidate,,92536,
120,64,last,92483,92634,unmatched_candidate,,92572,
120,64,last,92483,92634,unmatched_candidate,,92593,
121,65,first,93201,93352,matched,93276,93304,28
121,65,first,93201,93352,unmatched_candidate,,93329,
121,65,first,93201,93352,unmatched_candidate,,93342,
122,66,first,94275,94411,matched,94350,94353,3
122,66,first,94275,94411,unmatched_candidate,,94367,
122,66,first,94275,94411,unmatched_candidate,,94383,
122,66,first,94275,94411,unmatched_candidate,,94396,
122,66,first,94275,94411,unmatched_candidate,,94407,
123,66,last,94411,94547,matched,94471,94478,7
123,66,last,94411,94547,unmatched_candidate,,94430,
123,66,last,94411,94547,unmatched_candidate,,94450,
123,66,last,94411,94547,unmatched_candidate,,94493,
123,66,last,94411,94547,unmatched_candidate,,94510,
123,66,last,94411,94547,unmatched_candidate,,94529,
124,67,first,95181,95281,unmatched_gt,95256,,
125,67,last,95281,95381,matched,95305,95306,1
125,67,last,95281,95381,unmatched_candidate,,95281,
125,67,last,95281,95381,unmatched_candidate,,95345,
125,67,last,95281,95381,unmatched_candidate,,95374,
126,68,first,95814,95965,matched,95889,95889,0
126,68,first,95814,95965,unmatched_candidate,,95902,
126,68,first,95814,95965,unmatched_candidate,,95918,
126,68,first,95814,95965,unmatched_candidate,,95926,
126,68,first,95814,95965,unmatched_candidate,,95956,
127,68,last,96118,96269,matched,96193,96192,-1
127,68,last,96118,96269,unmatched_candidate,,96130,
127,68,last,96118,96269,unmatched_candidate,,96142,
127,68,last,96118,96269,unmatched_candidate,,96168,
127,68,last,96118,96269,unmatched_candidate,,96206,
128,69,first,97843,97963,matched,97918,97921,3
128,69,first,97843,97963,unmatched_candidate,,97889,
128,69,first,97843,97963,unmatched_candidate,,97934,
128,69,first,97843,97963,unmatched_candidate,,97954,
129,69,last,97963,98082,matched,98006,98004,-2
129,69,last,97963,98082,unmatched_candidate,,97986,
129,69,last,97963,98082,unmatched_candidate,,98017,
129,69,last,97963,98082,unmatched_candidate,,98046,
130,70,first,98534,98652,matched,98609,98609,0
130,70,first,98534,98652,unmatched_candidate,,98620,
130,70,first,98534,98652,unmatched_candidate,,98646,
131,70,last,98652,98770,matched,98694,98693,-1
131,70,last,98652,98770,unmatched_candidate,,98667,
131,70,last,98652,98770,unmatched_candidate,,98710,
132,71,first,99224,99367,matched,99299,99297,-2
132,71,first,99224,99367,unmatched_candidate,,99317,
132,71,first,99224,99367,unmatched_candidate,,99339,
133,71,last,99367,99509,matched,99433,99411,-22
133,71,last,99367,99509,unmatched_candidate,,99374,
133,71,last,99367,99509,unmatched_candidate,,99397,
133,71,last,99367,99509,unmatched_candidate,,99459,
134,72,first,100695,100846,matched,100770,100769,-1
134,72,first,100695,100846,unmatched_candidate,,100785,
134,72,first,100695,100846,unmatched_candidate,,100801,
135,72,last,100859,101010,matched,100934,100937,3
135,72,last,100859,101010,unmatched_candidate,,100875,
135,72,last,100859,101010,unmatched_candidate,,100898,
136,73,first,101871,102022,matched,101946,101937,-9
136,73,first,101871,102022,unmatched_candidate,,101966,
136,73,first,101871,102022,unmatched_candidate,,101987,
136,73,first,101871,102022,unmatched_candidate,,101999,
137,73,last,102218,102369,matched,102293,102292,-1
137,73,last,102218,102369,unmatched_candidate,,102222,
137,73,last,102218,102369,unmatched_candidate,,102236,
137,73,last,102218,102369,unmatched_candidate,,102270,
138,74,first,106221,106372,matched,106296,106287,-9
138,74,first,106221,106372,unmatched_candidate,,106328,
138,74,first,106221,106372,unmatched_candidate,,106337,
138,74,first,106221,106372,unmatched_candidate,,106366,
139,74,last,106600,106751,matched,106675,106674,-1
139,74,last,106600,106751,unmatched_candidate,,106614,
139,74,last,106600,106751,unmatched_candidate,,106654,
139,74,last,106600,106751,unmatched_candidate,,106716,
140,75,first,107170,107279,matched,107245,107249,4
141,75,last,107279,107388,matched,107312,107310,-2
141,75,last,107279,107388,unmatched_candidate,,107282,
141,75,last,107279,107388,unmatched_candidate,,107345,
141,75,last,107279,107388,unmatched_candidate,,107358,
142,76,first,107824,107975,matched,107899,107889,-10
142,76,first,107824,107975,unmatched_candidate,,107857,
142,76,first,107824,107975,unmatched_candidate,,107870,
142,76,first,107824,107975,unmatched_candidate,,107915,
142,76,first,107824,107975,unmatched_candidate,,107942,
142,76,first,107824,107975,unmatched_candidate,,107958,
143,76,last,108155,108306,matched,108230,108206,-24
143,76,last,108155,108306,unmatched_candidate,,108179,
144,77,first,109508,109659,matched,109583,109603,20
144,77,first,109508,109659,unmatched_candidate,,109634,
144,77,first,109508,109659,unmatched_candidate,,109644,
145,78,first,110200,110315,matched,110275,110284,9
146,78,last,110315,110429,matched,110353,110352,-1
146,78,last,110315,110429,unmatched_candidate,,110321,
146,78,last,110315,110429,unmatched_candidate,,110334,
146,78,last,110315,110429,unmatched_candidate,,110365,
146,78,last,110315,110429,unmatched_candidate,,110379,
147,79,first,110724,110875,matched,110799,110785,-14
147,79,first,110724,110875,unmatched_candidate,,110820,
147,79,first,110724,110875,unmatched_candidate,,110846,
147,79,first,110724,110875,unmatched_candidate,,110860,
148,79,last,110942,111093,matched,111017,110990,-27
148,79,last,110942,111093,unmatched_candidate,,110952,
148,79,last,110942,111093,unmatched_candidate,,110981,
149,80,first,112144,112247,matched,112219,112217,-2
149,80,first,112144,112247,unmatched_candidate,,112175,
149,80,first,112144,112247,unmatched_candidate,,112194,
149,80,first,112144,112247,unmatched_candidate,,112242,
150,80,last,112247,112349,matched,112273,112272,-1
150,80,last,112247,112349,unmatched_candidate,,112305,
150,80,last,112247,112349,unmatched_candidate,,112317,
150,80,last,112247,112349,unmatched_candidate,,112334,
151,81,first,112677,112828,matched,112752,112753,1
151,81,first,112677,112828,unmatched_candidate,,112787,
151,81,first,112677,112828,unmatched_candidate,,112814,
152,81,last,112932,113083,matched,113007,113006,-1
152,81,last,112932,113083,unmatched_candidate,,112949,
152,81,last,112932,113083,unmatched_candidate,,112973,
152,81,last,112932,113083,unmatched_candidate,,113022,
153,82,first,113392,113543,matched,113467,113473,6
153,82,first,113392,113543,unmatched_candidate,,113489,
153,82,first,113392,113543,unmatched_candidate,,113509,
153,82,first,113392,113543,unmatched_candidate,,113539,
154,83,first,114064,114182,matched,114139,114145,6
154,83,first,114064,114182,unmatched_candidate,,114128,
154,83,first,114064,114182,unmatched_candidate,,114161,
154,83,first,114064,114182,unmatched_candidate,,114174,
155,83,last,114182,114300,matched,114224,114222,-2
155,83,last,114182,114300,unmatched_candidate,,114206,
155,83,last,114182,114300,unmatched_candidate,,114257,
156,84,first,114878,114980,matched,114953,114945,-8
156,84,first,114878,114980,unmatched_candidate,,114974,
157,84,last,114980,115082,matched,115006,115006,0
157,84,last,114980,115082,unmatched_candidate,,115025,
157,84,last,114980,115082,unmatched_candidate,,115038,
158,85,first,115998,116093,matched,116073,116062,-11
159,85,last,116093,116187,matched,116111,116110,-1
159,85,last,116093,116187,unmatched_candidate,,116126,
159,85,last,116093,116187,unmatched_candidate,,116161,
160,86,first,116436,116580,matched,116511,116513,2
160,86,first,116436,116580,unmatched_candidate,,116535,
160,86,first,116436,116580,unmatched_candidate,,116561,
