rally_id,tolerance_base30,tolerance_frames,row_kind,gt_frame,candidate_frame,offset_frames
14,10,10,unmatched_gt,24875,,
14,10,10,unmatched_gt,24898,,
14,10,10,unmatched_gt,24929,,
15,5,5,unmatched_gt,25486,,
15,5,5,unmatched_gt,25583,,
15,5,5,unmatched_gt,25634,,
15,5,5,unmatched_gt,25676,,
15,10,10,unmatched_gt,25486,,
15,10,10,unmatched_gt,25583,,
15,10,10,unmatched_gt,25634,,
15,10,10,unmatched_gt,25676,,
16,5,5,matched,26915,26915,0
16,5,5,matched,26688,26687,-1
16,5,5,matched,26766,26765,-1
16,5,5,matched,26794,26793,-1
16,5,5,matched,26829,26828,-1
16,5,5,matched,26752,26754,2
16,5,5,matched,26889,26885,-4
16,5,5,unmatched_gt,26860,,
16,5,5,unmatched_candidate,,26641,
16,5,5,unmatched_candidate,,26657,
16,5,5,unmatched_candidate,,26947,
16,5,5,unmatched_candidate,,26958,
16,5,5,unmatched_candidate,,26974,
16,10,10,matched,26915,26915,0
16,10,10,matched,26688,26687,-1
16,10,10,matched,26766,26765,-1
16,10,10,matched,26794,26793,-1
16,10,10,matched,26829,26828,-1
16,10,10,matched,26752,26754,2
16,10,10,matched,26889,26885,-4
16,10,10,unmatched_gt,26860,,
16,10,10,unmatched_candidate,,26641,
16,10,10,unmatched_candidate,,26657,
16,10,10,unmatched_candidate,,26947,
16,10,10,unmatched_candidate,,26958,
16,10,10,unmatched_candidate,,26974,
17,5,5,unmatched_gt,27458,,
17,5,5,unmatched_gt,27563,,
17,5,5,unmatched_gt,27597,,
17,5,5,unmatched_gt,27612,,
17,5,5,unmatched_gt,27626,,
17,5,5,unmatched_gt,27650,,
17,5,5,unmatched_gt,27677,,
17,5,5,unmatched_gt,27712,,
17,5,5,unmatched_gt,27735,,
17,5,5,unmatched_gt,27766,,
17,5,5,unmatched_gt,27795,,
17,5,5,unmatched_gt,27836,,
17,5,5,unmatched_gt,27868,,
17,5,5,unmatched_gt,27883,,
17,10,10,unmatched_gt,27458,,
17,10,10,unmatched_gt,27563,,
17,10,10,unmatched_gt,27597,,
17,10,10,unmatched_gt,27612,,
17,10,10,unmatched_gt,27626,,
17,10,10,unmatched_gt,27650,,
17,10,10,unmatched_gt,27677,,
17,10,10,unmatched_gt,27712,,
17,10,10,unmatched_gt,27735,,
17,10,10,unmatched_gt,27766,,
17,10,10,unmatched_gt,27795,,
17,10,10,unmatched_gt,27836,,
17,10,10,unmatched_gt,27868,,
17,10,10,unmatched_gt,27883,,
18,5,5,matched,30568,30568,0
18,5,5,matched,30184,30183,-1
18,5,5,matched,30281,30280,-1
18,5,5,matched,30345,30344,-1
18,5,5,matched,30379,30378,-1
18,5,5,matched,30498,30497,-1
18,5,5,matched,30676,30675,-1
18,5,5,matched,30321,30324,3
18,5,5,matched,30472,30469,-3
18,5,5,matched,30536,30539,3
18,5,5,matched,30624,30621,-3
18,5,5,matched,30301,30305,4
18,5,5,matched,30597,30593,-4
18,5,5,matched,30246,30241,-5
18,5,5,matched,30442,30437,-5
18,5,5,unmatched_gt,30417,,
18,5,5,unmatched_candidate,,30161,
18,5,5,unmatched_candidate,,30267,
18,5,5,unmatched_candidate,,30289,
18,5,5,unmatched_candidate,,30577,
18,5,5,unmatched_candidate,,30696,
18,5,5,unmatched_candidate,,30734,
18,10,10,matched,30568,30568,0
18,10,10,matched,30184,30183,-1
18,10,10,matched,30281,30280,-1
18,10,10,matched,30345,30344,-1
18,10,10,matched,30379,30378,-1
18,10,10,matched,30498,30497,-1
18,10,10,matched,30676,30675,-1
18,10,10,matched,30321,30324,3
18,10,10,matched,30472,30469,-3
18,10,10,matched,30536,30539,3
18,10,10,matched,30624,30621,-3
18,10,10,matched,30301,30305,4
18,10,10,matched,30597,30593,-4
18,10,10,matched,30246,30241,-5
18,10,10,matched,30442,30437,-5
18,10,10,unmatched_gt,30417,,
18,10,10,unmatched_candidate,,30161,
18,10,10,unmatched_candidate,,30267,
18,10,10,unmatched_candidate,,30289,
18,10,10,unmatched_candidate,,30577,
18,10,10,unmatched_candidate,,30696,
18,10,10,unmatched_candidate,,30734,
19,5,5,unmatched_gt,31431,,
19,5,5,unmatched_gt,31471,,
19,10,10,unmatched_gt,31431,,
19,10,10,unmatched_gt,31471,,
20,5,5,unmatched_gt,31893,,
20,5,5,unmatched_gt,31977,,
20,5,5,unmatched_gt,32043,,
20,5,5,unmatched_gt,32063,,
20,5,5,unmatched_gt,32072,,
20,5,5,unmatched_gt,32095,,
20,5,5,unmatched_gt,32101,,
20,5,5,unmatched_gt,32120,,
20,5,5,unmatched_gt,32147,,
20,5,5,unmatched_gt,32174,,
20,10,10,unmatched_gt,31893,,
20,10,10,unmatched_gt,31977,,
20,10,10,unmatched_gt,32043,,
20,10,10,unmatched_gt,32063,,
20,10,10,unmatched_gt,32072,,
20,10,10,unmatched_gt,32095,,
20,10,10,unmatched_gt,32101,,
20,10,10,unmatched_gt,32120,,
20,10,10,unmatched_gt,32147,,
20,10,10,unmatched_gt,32174,,
21,5,5,matched,32968,32968,0
21,5,5,matched,32908,32910,2
21,5,5,matched,32942,32939,-3
21,5,5,unmatched_candidate,,32865,
21,5,5,unmatched_candidate,,33011,
21,5,5,unmatched_candidate,,33037,
21,5,5,unmatched_candidate,,33046,
21,5,5,unmatched_candidate,,33085,
21,5,5,unmatched_candidate,,33118,
21,5,5,unmatched_candidate,,33376,
21,5,5,unmatched_candidate,,33393,
21,5,5,unmatched_candidate,,33441,
21,5,5,unmatched_candidate,,33469,
21,5,5,unmatched_candidate,,33497,
21,5,5,unmatched_candidate,,33544,
21,5,5,unmatched_candidate,,33586,
21,5,5,unmatched_candidate,,33638,
21,5,5,unmatched_candidate,,33662,
21,5,5,unmatched_candidate,,33691,
21,5,5,unmatched_candidate,,33761,
21,5,5,unmatched_candidate,,33790,
21,5,5,unmatched_candidate,,33813,
21,5,5,unmatched_candidate,,33830,
21,5,5,unmatched_candidate,,33862,
21,10,10,matched,32968,32968,0
21,10,10,matched,32908,32910,2
21,10,10,matched,32942,32939,-3
21,10,10,unmatched_candidate,,32865,
21,10,10,unmatched_candidate,,33011,
21,10,10,unmatched_candidate,,33037,
21,10,10,unmatched_candidate,,33046,
21,10,10,unmatched_candidate,,33085,
21,10,10,unmatched_candidate,,33118,
21,10,10,unmatched_candidate,,33376,
21,10,10,unmatched_candidate,,33393,
21,10,10,unmatched_candidate,,33441,
21,10,10,unmatched_candidate,,33469,
21,10,10,unmatched_candidate,,33497,
21,10,10,unmatched_candidate,,33544,
21,10,10,unmatched_candidate,,33586,
21,10,10,unmatched_candidate,,33638,
21,10,10,unmatched_candidate,,33662,
21,10,10,unmatched_candidate,,33691,
21,10,10,unmatched_candidate,,33761,
21,10,10,unmatched_candidate,,33790,
21,10,10,unmatched_candidate,,33813,
21,10,10,unmatched_candidate,,33830,
21,10,10,unmatched_candidate,,33862,
22,5,5,matched,33762,33761,-1
22,5,5,matched,33831,33830,-1
22,5,5,matched,33471,33469,-2
22,5,5,matched,33792,33790,-2
22,5,5,matched,33500,33497,-3
22,5,5,matched,33547,33544,-3
22,5,5,matched,33694,33691,-3
22,5,5,matched,33590,33586,-4
22,5,5,matched,33446,33441,-5
22,5,5,unmatched_gt,33565,,
22,5,5,unmatched_gt,33625,,
22,5,5,unmatched_gt,33644,,
22,5,5,unmatched_gt,33668,,
22,5,5,unmatched_gt,33735,,
22,5,5,unmatched_candidate,,32865,
22,5,5,unmatched_candidate,,32910,
22,5,5,unmatched_candidate,,32939,
22,5,5,unmatched_candidate,,32968,
22,5,5,unmatched_candidate,,33011,
22,5,5,unmatched_candidate,,33037,
22,5,5,unmatched_candidate,,33046,
22,5,5,unmatched_candidate,,33085,
22,5,5,unmatched_candidate,,33118,
22,5,5,unmatched_candidate,,33376,
22,5,5,unmatched_candidate,,33393,
22,5,5,unmatched_candidate,,33638,
22,5,5,unmatched_candidate,,33662,
22,5,5,unmatched_candidate,,33813,
22,5,5,unmatched_candidate,,33862,
22,10,10,matched,33762,33761,-1
22,10,10,matched,33831,33830,-1
22,10,10,matched,33471,33469,-2
22,10,10,matched,33792,33790,-2
22,10,10,matched,33500,33497,-3
22,10,10,matched,33547,33544,-3
22,10,10,matched,33694,33691,-3
22,10,10,matched,33590,33586,-4
22,10,10,matched,33446,33441,-5
22,10,10,matched,33644,33638,-6
22,10,10,matched,33668,33662,-6
22,10,10,unmatched_gt,33565,,
22,10,10,unmatched_gt,33625,,
22,10,10,unmatched_gt,33735,,
22,10,10,unmatched_candidate,,32865,
22,10,10,unmatched_candidate,,32910,
22,10,10,unmatched_candidate,,32939,
22,10,10,unmatched_candidate,,32968,
22,10,10,unmatched_candidate,,33011,
22,10,10,unmatched_candidate,,33037,
22,10,10,unmatched_candidate,,33046,
22,10,10,unmatched_candidate,,33085,
22,10,10,unmatched_candidate,,33118,
22,10,10,unmatched_candidate,,33376,
22,10,10,unmatched_candidate,,33393,
22,10,10,unmatched_candidate,,33813,
22,10,10,unmatched_candidate,,33862,
23,5,5,matched,34442,34441,-1
23,5,5,matched,35012,35013,1
23,5,5,matched,35039,35038,-1
23,5,5,matched,35090,35089,-1
23,5,5,matched,35139,35138,-1
23,5,5,matched,34946,34948,2
23,5,5,matched,34981,34979,-2
23,5,5,matched,35174,35172,-2
23,5,5,unmatched_gt,34897,,
23,5,5,unmatched_gt,35068,,
23,5,5,unmatched_candidate,,34456,
23,5,5,unmatched_candidate,,34482,
23,5,5,unmatched_candidate,,34493,
23,5,5,unmatched_candidate,,34508,
23,5,5,unmatched_candidate,,34546,
23,5,5,unmatched_candidate,,34573,
23,5,5,unmatched_candidate,,34592,
23,5,5,unmatched_candidate,,34624,
23,5,5,unmatched_candidate,,34659,
23,5,5,unmatched_candidate,,34727,
23,5,5,unmatched_candidate,,34774,
23,5,5,unmatched_candidate,,34802,
23,5,5,unmatched_candidate,,34829,
23,5,5,unmatched_candidate,,34857,
23,5,5,unmatched_candidate,,34911,
23,5,5,unmatched_candidate,,35217,
23,5,5,unmatched_candidate,,35262,
23,10,10,matched,34442,34441,-1
23,10,10,matched,35012,35013,1
23,10,10,matched,35039,35038,-1
23,10,10,matched,35090,35089,-1
23,10,10,matched,35139,35138,-1
23,10,10,matched,34946,34948,2
23,10,10,matched,34981,34979,-2
23,10,10,matched,35174,35172,-2
23,10,10,unmatched_gt,34897,,
23,10,10,unmatched_gt,35068,,
23,10,10,unmatched_candidate,,34456,
23,10,10,unmatched_candidate,,34482,
23,10,10,unmatched_candidate,,34493,
23,10,10,unmatched_candidate,,34508,
23,10,10,unmatched_candidate,,34546,
23,10,10,unmatched_candidate,,34573,
23,10,10,unmatched_candidate,,34592,
23,10,10,unmatched_candidate,,34624,
23,10,10,unmatched_candidate,,34659,
23,10,10,unmatched_candidate,,34727,
23,10,10,unmatched_candidate,,34774,
23,10,10,unmatched_candidate,,34802,
23,10,10,unmatched_candidate,,34829,
23,10,10,unmatched_candidate,,34857,
23,10,10,unmatched_candidate,,34911,
23,10,10,unmatched_candidate,,35217,
23,10,10,unmatched_candidate,,35262,
24,5,5,matched,37622,37622,0
24,5,5,matched,37701,37701,0
24,5,5,matched,37547,37546,-1
24,5,5,matched,37519,37521,2
24,5,5,matched,37736,37734,-2
24,5,5,matched,37766,37764,-2
24,5,5,matched,37578,37575,-3
24,5,5,matched,37595,37592,-3
24,5,5,matched,37823,37820,-3
24,5,5,matched,37655,37651,-4
24,5,5,matched,37681,37677,-4
24,5,5,unmatched_gt,37793,,
24,5,5,unmatched_candidate,,37809,
24,5,5,unmatched_candidate,,37853,
24,10,10,matched,37622,37622,0
24,10,10,matched,37701,37701,0
24,10,10,matched,37547,37546,-1
24,10,10,matched,37519,37521,2
24,10,10,matched,37736,37734,-2
24,10,10,matched,37766,37764,-2
24,10,10,matched,37578,37575,-3
24,10,10,matched,37595,37592,-3
24,10,10,matched,37823,37820,-3
24,10,10,matched,37655,37651,-4
24,10,10,matched,37681,37677,-4
24,10,10,unmatched_gt,37793,,
24,10,10,unmatched_candidate,,37809,
24,10,10,unmatched_candidate,,37853,
25,5,5,matched,38468,38468,0
25,5,5,matched,38538,38538,0
25,5,5,matched,38412,38411,-1
25,5,5,matched,38612,38613,1
25,5,5,matched,38628,38627,-1
25,5,5,matched,38512,38510,-2
25,5,5,matched,38575,38573,-2
25,5,5,matched,38595,38591,-4
25,5,5,matched,38440,38435,-5
25,5,5,matched,38556,38551,-5
25,5,5,unmatched_gt,38393,,
25,5,5,unmatched_gt,38491,,
25,5,5,unmatched_candidate,,38387,
25,5,5,unmatched_candidate,,38658,
25,5,5,unmatched_candidate,,38680,
25,5,5,unmatched_candidate,,38706,
25,10,10,matched,38468,38468,0
25,10,10,matched,38538,38538,0
25,10,10,matched,38412,38411,-1
25,10,10,matched,38612,38613,1
25,10,10,matched,38628,38627,-1
25,10,10,matched,38512,38510,-2
25,10,10,matched,38575,38573,-2
25,10,10,matched,38595,38591,-4
25,10,10,matched,38440,38435,-5
25,10,10,matched,38556,38551,-5
25,10,10,matched,38393,38387,-6
25,10,10,unmatched_gt,38491,,
25,10,10,unmatched_candidate,,38658,
25,10,10,unmatched_candidate,,38680,
25,10,10,unmatched_candidate,,38706,
26,5,5,matched,39531,39530,-1
26,5,5,matched,39505,39503,-2
26,5,5,matched,39558,39556,-2
26,5,5,matched,39476,39473,-3
26,5,5,matched,39619,39616,-3
26,5,5,matched,39660,39657,-3
26,5,5,matched,39677,39674,-3
26,5,5,matched,39586,39581,-5
26,5,5,unmatched_candidate,,39721,
26,10,10,matched,39531,39530,-1
26,10,10,matched,39505,39503,-2
26,10,10,matched,39558,39556,-2
26,10,10,matched,39476,39473,-3
26,10,10,matched,39619,39616,-3
26,10,10,matched,39660,39657,-3
26,10,10,matched,39677,39674,-3
26,10,10,matched,39586,39581,-5
26,10,10,unmatched_candidate,,39721,
27,5,5,unmatched_gt,40231,,
27,5,5,unmatched_gt,40304,,
27,5,5,unmatched_gt,40325,,
27,10,10,unmatched_gt,40231,,
27,10,10,unmatched_gt,40304,,
27,10,10,unmatched_gt,40325,,
28,5,5,unmatched_gt,40970,,
28,5,5,unmatched_gt,41098,,
28,5,5,unmatched_gt,41159,,
28,5,5,unmatched_gt,41183,,
28,10,10,unmatched_gt,40970,,
28,10,10,unmatched_gt,41098,,
28,10,10,unmatched_gt,41159,,
28,10,10,unmatched_gt,41183,,
29,5,5,unmatched_gt,41821,,
29,5,5,unmatched_gt,41822,,
29,5,5,unmatched_gt,41872,,
29,5,5,unmatched_gt,41895,,
29,5,5,unmatched_gt,41917,,
29,5,5,unmatched_gt,41943,,
29,5,5,unmatched_gt,41969,,
29,5,5,unmatched_gt,42014,,
29,5,5,unmatched_gt,42045,,
29,5,5,unmatched_gt,42075,,
29,5,5,unmatched_gt,42103,,
29,5,5,unmatched_gt,42153,,
29,5,5,unmatched_gt,42180,,
29,5,5,unmatched_gt,42219,,
29,5,5,unmatched_gt,42253,,
29,5,5,unmatched_gt,42296,,
29,5,5,unmatched_gt,42318,,
29,10,10,unmatched_gt,41821,,
29,10,10,unmatched_gt,41822,,
29,10,10,unmatched_gt,41872,,
29,10,10,unmatched_gt,41895,,
29,10,10,unmatched_gt,41917,,
