rally_id,horizon_seconds,horizon_frames,final_contact_frame,requested_end_frame,safe_end_frame,effective_end_frame,closure_reasons,strict_landing_frame,strict_landing_x_norm,strict_landing_y_norm,strict_landing_half,strict_landing_at_border,strict_landing_net_ender,capped_landing_frame,capped_landing_x_norm,capped_landing_y_norm,capped_landing_half,capped_landing_at_border,capped_landing_net_ender,strict_verdict,strict_winner,strict_verdict_source,capped_verdict,capped_winner,capped_verdict_source,landing_changed,winner_changed
15,1.0,25,23537,23562,23568,23562,horizon_cap,23567,0.452789327405316,-0.44651032538229146,Top,false,false,23559,0.4314914161153557,-0.6374982179911787,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
15,2.0,50,23537,23587,23568,23568,definitive_exclusion,23567,0.452789327405316,-0.44651032538229146,Top,false,false,23567,0.452789327405316,-0.44651032538229146,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
15,3.0,75,23537,23612,23568,23568,definitive_exclusion,23567,0.452789327405316,-0.44651032538229146,Top,false,false,23567,0.452789327405316,-0.44651032538229146,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
16,1.0,25,24318,24343,24351,24343,horizon_cap,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
16,2.0,50,24318,24368,24351,24351,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
16,3.0,75,24318,24393,24351,24351,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
17,1.0,25,26057,26082,26059,26059,sustained_loss,,,,,,,,,,,,,,,,,,,false,false
17,2.0,50,26057,26107,26059,26059,sustained_loss,,,,,,,,,,,,,,,,,,,false,false
17,3.0,75,26057,26132,26059,26059,sustained_loss,,,,,,,,,,,,,,,,,,,false,false
19,1.0,25,28702,28727,28747,28727,horizon_cap,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
19,2.0,50,28702,28752,28747,28747,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
19,3.0,75,28702,28777,28747,28747,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
20,1.0,25,29314,29339,29316,29316,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
20,2.0,50,29314,29364,29316,29316,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
20,3.0,75,29314,29389,29316,29316,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
21,1.0,25,31486,31511,31502,31502,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
21,2.0,50,31486,31536,31502,31502,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
21,3.0,75,31486,31561,31502,31502,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
22,1.0,25,31827,31852,31889,31852,horizon_cap,31848,1.0429086044792197,0.9121758416081346,Bot,false,false,31848,1.0429086044792197,0.9121758416081346,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
22,2.0,50,31827,31877,31889,31877,horizon_cap,31848,1.0429086044792197,0.9121758416081346,Bot,false,false,31848,1.0429086044792197,0.9121758416081346,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
22,3.0,75,31827,31902,31889,31889,definitive_exclusion,31848,1.0429086044792197,0.9121758416081346,Bot,false,false,31848,1.0429086044792197,0.9121758416081346,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
23,1.0,25,32622,32647,32628,32628,definitive_exclusion,32624,0.7218063416487309,-0.051774050036723265,Top,false,false,32624,0.7218063416487309,-0.051774050036723265,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
23,2.0,50,32622,32672,32628,32628,definitive_exclusion,32624,0.7218063416487309,-0.051774050036723265,Top,false,false,32624,0.7218063416487309,-0.051774050036723265,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
23,3.0,75,32622,32697,32628,32628,definitive_exclusion,32624,0.7218063416487309,-0.051774050036723265,Top,false,false,32624,0.7218063416487309,-0.051774050036723265,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
25,1.0,25,34129,34154,34165,34154,horizon_cap,34159,0.452789327405316,-0.44651032538229146,Top,false,false,34143,0.452789327405316,-0.44651032538229146,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
25,2.0,50,34129,34179,34165,34165,definitive_exclusion,34159,0.452789327405316,-0.44651032538229146,Top,false,false,34159,0.452789327405316,-0.44651032538229146,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
25,3.0,75,34129,34204,34165,34165,definitive_exclusion,34159,0.452789327405316,-0.44651032538229146,Top,false,false,34159,0.452789327405316,-0.44651032538229146,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
26,1.0,25,35374,35399,35410,35399,horizon_cap,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
26,2.0,50,35374,35424,35410,35410,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
26,3.0,75,35374,35449,35410,35410,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
27,1.0,25,36081,36106,36106,36106,horizon_cap+definitive_exclusion,36095,0.452789327405316,-0.44651032538229146,Top,false,false,36095,0.452789327405316,-0.44651032538229146,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
27,2.0,50,36081,36131,36106,36106,definitive_exclusion,36095,0.452789327405316,-0.44651032538229146,Top,false,false,36095,0.452789327405316,-0.44651032538229146,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
27,3.0,75,36081,36156,36106,36106,definitive_exclusion,36095,0.452789327405316,-0.44651032538229146,Top,false,false,36095,0.452789327405316,-0.44651032538229146,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
28,1.0,25,37777,37802,37783,37783,definitive_exclusion,37782,0.43128692864905405,-0.6518952042296206,Top,false,false,37782,0.43128692864905405,-0.6518952042296206,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
28,2.0,50,37777,37827,37783,37783,definitive_exclusion,37782,0.43128692864905405,-0.6518952042296206,Top,false,false,37782,0.43128692864905405,-0.6518952042296206,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
28,3.0,75,37777,37852,37783,37783,definitive_exclusion,37782,0.43128692864905405,-0.6518952042296206,Top,false,false,37782,0.43128692864905405,-0.6518952042296206,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
29,1.0,25,38508,38533,38540,38533,horizon_cap,38539,0.1813360575939311,0.32894884184272205,Top,false,false,38532,0.15913888875623058,0.16714344396488767,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,true,false
29,2.0,50,38508,38558,38540,38540,sustained_loss,38539,0.1813360575939311,0.32894884184272205,Top,false,false,38539,0.1813360575939311,0.32894884184272205,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
29,3.0,75,38508,38583,38540,38540,sustained_loss,38539,0.1813360575939311,0.32894884184272205,Top,false,false,38539,0.1813360575939311,0.32894884184272205,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
30,1.0,25,40177,40202,40202,40202,horizon_cap+definitive_exclusion,40183,0.09838193584408925,0.7371489253685328,Bot,false,false,40183,0.09838193584408925,0.7371489253685328,Bot,false,false,won,Bot,next_server,won,Bot,next_server,false,false
30,2.0,50,40177,40227,40202,40202,definitive_exclusion,40183,0.09838193584408925,0.7371489253685328,Bot,false,false,40183,0.09838193584408925,0.7371489253685328,Bot,false,false,won,Bot,next_server,won,Bot,next_server,false,false
30,3.0,75,40177,40252,40202,40202,definitive_exclusion,40183,0.09838193584408925,0.7371489253685328,Bot,false,false,40183,0.09838193584408925,0.7371489253685328,Bot,false,false,won,Bot,next_server,won,Bot,next_server,false,false
31,1.0,25,41230,41255,41248,41248,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
31,2.0,50,41230,41280,41248,41248,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
31,3.0,75,41230,41305,41248,41248,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
32,1.0,25,43078,43103,43118,43103,horizon_cap,43102,0.1923199431297649,0.9742875667837071,Bot,false,false,43102,0.1923199431297649,0.9742875667837071,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
32,2.0,50,43078,43128,43118,43118,definitive_exclusion,43102,0.1923199431297649,0.9742875667837071,Bot,false,false,43102,0.1923199431297649,0.9742875667837071,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
32,3.0,75,43078,43153,43118,43118,definitive_exclusion,43102,0.1923199431297649,0.9742875667837071,Bot,false,false,43102,0.1923199431297649,0.9742875667837071,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
33,1.0,25,43825,43850,43830,43830,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
33,2.0,50,43825,43875,43830,43830,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
33,3.0,75,43825,43900,43830,43830,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
35,1.0,25,44850,44875,44854,44854,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
35,2.0,50,44850,44900,44854,44854,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
35,3.0,75,44850,44925,44854,44854,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
36,1.0,25,48606,48631,48633,48631,horizon_cap,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
36,2.0,50,48606,48656,48633,48633,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
36,3.0,75,48606,48681,48633,48633,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
37,1.0,25,49118,49143,49127,49127,definitive_exclusion,49120,0.6072320938746885,-0.09417760703934339,Top,false,false,49120,0.6072320938746885,-0.09417760703934339,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
37,2.0,50,49118,49168,49127,49127,definitive_exclusion,49120,0.6072320938746885,-0.09417760703934339,Top,false,false,49120,0.6072320938746885,-0.09417760703934339,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
37,3.0,75,49118,49193,49127,49127,definitive_exclusion,49120,0.6072320938746885,-0.09417760703934339,Top,false,false,49120,0.6072320938746885,-0.09417760703934339,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
38,1.0,25,49713,49738,49744,49738,horizon_cap,,,,,,,,,,,,,,,,,,,false,false
38,2.0,50,49713,49763,49744,49744,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
38,3.0,75,49713,49788,49744,49744,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
40,1.0,25,50401,50426,50412,50412,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
40,2.0,50,50401,50451,50412,50412,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
40,3.0,75,50401,50476,50412,50412,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
41,1.0,25,50926,50951,50944,50944,definitive_exclusion,50935,0.4314914161153557,-0.6374982179911787,Top,false,false,50935,0.4314914161153557,-0.6374982179911787,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
41,2.0,50,50926,50976,50944,50944,definitive_exclusion,50935,0.4314914161153557,-0.6374982179911787,Top,false,false,50935,0.4314914161153557,-0.6374982179911787,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
41,3.0,75,50926,51001,50944,50944,definitive_exclusion,50935,0.4314914161153557,-0.6374982179911787,Top,false,false,50935,0.4314914161153557,-0.6374982179911787,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
42,1.0,25,51713,51738,51720,51720,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
42,2.0,50,51713,51763,51720,51720,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
42,3.0,75,51713,51788,51720,51720,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
43,1.0,25,52497,52522,52521,52521,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
43,2.0,50,52497,52547,52521,52521,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
43,3.0,75,52497,52572,52521,52521,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
44,1.0,25,53697,53722,53731,53722,horizon_cap,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
44,2.0,50,53697,53747,53731,53731,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
44,3.0,75,53697,53772,53731,53731,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
45,1.0,25,55454,55479,55463,55463,definitive_exclusion,55456,0.8249739176655645,-0.25996681538196714,Top,false,false,55456,0.8249739176655645,-0.25996681538196714,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
45,2.0,50,55454,55504,55463,55463,definitive_exclusion,55456,0.8249739176655645,-0.25996681538196714,Top,false,false,55456,0.8249739176655645,-0.25996681538196714,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
45,3.0,75,55454,55529,55463,55463,definitive_exclusion,55456,0.8249739176655645,-0.25996681538196714,Top,false,false,55456,0.8249739176655645,-0.25996681538196714,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
47,1.0,25,56414,56439,56431,56431,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
47,2.0,50,56414,56464,56431,56431,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
47,3.0,75,56414,56489,56431,56431,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
48,1.0,25,57214,57239,57266,57239,horizon_cap,57231,0.452789327405316,-0.44651032538229146,Top,false,false,57238,0.43128692864905405,-0.6518952042296206,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
48,2.0,50,57214,57264,57266,57264,horizon_cap,57231,0.452789327405316,-0.44651032538229146,Top,false,false,57231,0.452789327405316,-0.44651032538229146,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
48,3.0,75,57214,57289,57266,57266,definitive_exclusion,57231,0.452789327405316,-0.44651032538229146,Top,false,false,57231,0.452789327405316,-0.44651032538229146,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
49,1.0,25,58145,58170,58146,58146,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
49,2.0,50,58145,58195,58146,58146,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
49,3.0,75,58145,58220,58146,58146,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
50,1.0,25,58990,59015,59031,59015,horizon_cap,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
50,2.0,50,58990,59040,59031,59031,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
50,3.0,75,58990,59065,59031,59031,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
51,1.0,25,59630,59655,59642,59642,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
51,2.0,50,59630,59680,59642,59642,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
51,3.0,75,59630,59705,59642,59642,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
52,1.0,25,60267,60292,60294,60292,horizon_cap,60271,0.452789327405316,-0.44651032538229146,Top,false,false,60271,0.452789327405316,-0.44651032538229146,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
52,2.0,50,60267,60317,60294,60294,definitive_exclusion,60271,0.452789327405316,-0.44651032538229146,Top,false,false,60271,0.452789327405316,-0.44651032538229146,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
52,3.0,75,60267,60342,60294,60294,definitive_exclusion,60271,0.452789327405316,-0.44651032538229146,Top,false,false,60271,0.452789327405316,-0.44651032538229146,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
53,1.0,25,63102,63127,63116,63116,definitive_exclusion,63106,-0.11525651439333225,0.0248307892971546,Top,false,false,63106,-0.11525651439333225,0.0248307892971546,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
53,2.0,50,63102,63152,63116,63116,definitive_exclusion,63106,-0.11525651439333225,0.0248307892971546,Top,false,false,63106,-0.11525651439333225,0.0248307892971546,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
53,3.0,75,63102,63177,63116,63116,definitive_exclusion,63106,-0.11525651439333225,0.0248307892971546,Top,false,false,63106,-0.11525651439333225,0.0248307892971546,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
54,1.0,25,64238,64263,64269,64263,horizon_cap,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
54,2.0,50,64238,64288,64269,64269,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
54,3.0,75,64238,64313,64269,64269,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
55,1.0,25,65502,65527,65519,65519,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
55,2.0,50,65502,65552,65519,65519,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
55,3.0,75,65502,65577,65519,65519,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
56,1.0,25,66257,66282,66309,66282,horizon_cap,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
56,2.0,50,66257,66307,66309,66307,horizon_cap,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
56,3.0,75,66257,66332,66309,66309,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
57,1.0,25,66942,66967,66952,66952,sustained_loss,66944,0.7917340016258425,-0.03090896172011956,Top,false,false,66944,0.7917340016258425,-0.03090896172011956,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
57,2.0,50,66942,66992,66952,66952,sustained_loss,66944,0.7917340016258425,-0.03090896172011956,Top,false,false,66944,0.7917340016258425,-0.03090896172011956,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
57,3.0,75,66942,67017,66952,66952,sustained_loss,66944,0.7917340016258425,-0.03090896172011956,Top,false,false,66944,0.7917340016258425,-0.03090896172011956,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
58,1.0,25,68718,68743,68722,68722,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
58,2.0,50,68718,68768,68722,68722,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
58,3.0,75,68718,68793,68722,68722,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
59,1.0,25,70966,70991,71004,70991,horizon_cap,70980,0.8240217224669384,0.3073782560610094,Top,false,false,70980,0.8240217224669384,0.3073782560610094,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
59,2.0,50,70966,71016,71004,71004,definitive_exclusion,70980,0.8240217224669384,0.3073782560610094,Top,false,false,70980,0.8240217224669384,0.3073782560610094,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
59,3.0,75,70966,71041,71004,71004,definitive_exclusion,70980,0.8240217224669384,0.3073782560610094,Top,false,false,70980,0.8240217224669384,0.3073782560610094,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
60,1.0,25,71710,71735,71739,71735,horizon_cap,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
60,2.0,50,71710,71760,71739,71739,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
60,3.0,75,71710,71785,71739,71739,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
61,1.0,25,72286,72311,72306,72306,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
61,2.0,50,72286,72336,72306,72306,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
61,3.0,75,72286,72361,72306,72306,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
62,1.0,25,73886,73911,73909,73909,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
62,2.0,50,73886,73936,73909,73909,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
62,3.0,75,73886,73961,73909,73909,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
63,1.0,25,74654,74679,74667,74667,definitive_exclusion,74663,0.4314914161153557,-0.6374982179911787,Top,false,false,74663,0.4314914161153557,-0.6374982179911787,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
