video,frame,landmark,court_x_m,court_y_m,x_px,y_px
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,689,near_baseline_x_left_singles,0.46,13.4,1113.375,1030.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,689,near_baseline_x_centre,3.05,13.4,1442.125,756.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,689,near_baseline_x_right_singles,5.64,13.4,1550.75,663.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_baseline_x_left_doubles,0.0,0.0,145.5,568.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_baseline_x_right_doubles,6.1,13.4,1564.125,653.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_baseline_x_left_singles,0.46,0.0,197.25,565.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_baseline_x_centre,3.05,0.0,431.5,553.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_long_service_x_left_doubles,0.0,0.76,152.75,573.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_long_service_x_left_singles,0.46,0.76,205.5,570.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_short_service_x_left_doubles,0.0,4.720000000000001,203.625,608.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_short_service_x_left_singles,0.46,4.720000000000001,272.375,603.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_short_service_x_centre,3.05,4.720000000000001,562.625,580.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_short_service_x_right_singles,5.64,4.720000000000001,758.25,565.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,far_short_service_x_right_doubles,6.1,4.720000000000001,786.875,562.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_short_service_x_left_doubles,0.0,8.68,317.625,689.375
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_short_service_x_left_singles,0.46,8.68,415.625,676.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_short_service_x_centre,3.05,8.68,787.875,622.375
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_short_service_x_right_singles,5.64,8.68,999.5,594.125
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_short_service_x_right_doubles,6.1,8.68,1023.5,590.125
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_long_service_x_left_doubles,0.0,12.64,724.375,976.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_long_service_x_left_singles,0.46,12.64,873.75,908.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_long_service_x_centre,3.05,12.64,1269.5,722.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_baseline_x_left_singles,0.46,13.4,1113.375,1030.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_baseline_x_centre,3.05,13.4,1442.125,756.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_baseline_x_right_singles,5.64,13.4,1550.75,663.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5766,near_long_service_x_right_doubles,6.1,12.64,1440.25,639.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_baseline_x_left_doubles,0.0,0.0,140.5,567.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_baseline_x_right_doubles,6.1,13.4,1565.0,653.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_baseline_x_left_singles,0.46,0.0,191.5,564.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_baseline_x_centre,3.05,0.0,428.125,552.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_long_service_x_left_doubles,0.0,0.76,145.375,571.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_long_service_x_left_singles,0.46,0.76,200.0,569.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_short_service_x_left_doubles,0.0,4.720000000000001,197.625,607.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_short_service_x_left_singles,0.46,4.720000000000001,267.75,603.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_short_service_x_centre,3.05,4.720000000000001,559.5,580.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_short_service_x_right_singles,5.64,4.720000000000001,759.875,564.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,far_short_service_x_right_doubles,6.1,4.720000000000001,785.125,562.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_short_service_x_left_doubles,0.0,8.68,312.625,689.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_short_service_x_left_singles,0.46,8.68,410.375,675.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_short_service_x_centre,3.05,8.68,786.625,622.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_short_service_x_right_singles,5.64,8.68,997.0,593.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_short_service_x_right_doubles,6.1,8.68,1023.5,590.125
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_long_service_x_left_doubles,0.0,12.64,724.375,976.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_long_service_x_left_singles,0.46,12.64,873.75,908.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_long_service_x_centre,3.05,12.64,1271.125,721.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_baseline_x_left_singles,0.46,13.4,1113.375,1030.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_baseline_x_right_singles,5.64,13.4,1553.875,663.125
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,77876,near_long_service_x_right_doubles,6.1,12.64,1440.75,638.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_baseline_x_left_doubles,0.0,0.0,139.875,566.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_baseline_x_left_singles,0.46,0.0,191.125,564.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_baseline_x_centre,3.05,0.0,426.875,552.375
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_long_service_x_left_doubles,0.0,0.76,145.75,571.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_long_service_x_left_singles,0.46,0.76,200.0,569.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_short_service_x_left_doubles,0.0,4.720000000000001,198.125,607.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_short_service_x_left_singles,0.46,4.720000000000001,267.75,603.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_short_service_x_centre,3.05,4.720000000000001,559.5,580.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_short_service_x_right_singles,5.64,4.720000000000001,759.875,564.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,far_short_service_x_right_doubles,6.1,4.720000000000001,785.125,562.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_short_service_x_left_doubles,0.0,8.68,312.625,689.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_short_service_x_left_singles,0.46,8.68,410.625,675.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_short_service_x_centre,3.05,8.68,785.5,622.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_short_service_x_right_singles,5.64,8.68,997.0,593.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_short_service_x_right_doubles,6.1,8.68,1023.25,589.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_long_service_x_left_doubles,0.0,12.64,724.375,976.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_long_service_x_left_singles,0.46,12.64,873.75,908.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_long_service_x_centre,3.05,12.64,1271.125,721.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,86088,near_baseline_x_left_singles,0.46,13.4,1113.375,1030.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_baseline_x_left_doubles,0.0,0.0,145.5,568.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_baseline_x_right_doubles,6.1,13.4,1564.125,653.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_baseline_x_left_singles,0.46,0.0,197.25,565.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_baseline_x_centre,3.05,0.0,431.5,553.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_long_service_x_left_doubles,0.0,0.76,152.75,573.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_long_service_x_left_singles,0.46,0.76,205.5,570.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_short_service_x_left_doubles,0.0,4.720000000000001,203.625,608.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_short_service_x_left_singles,0.46,4.720000000000001,272.375,603.75
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_short_service_x_centre,3.05,4.720000000000001,562.625,580.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_short_service_x_right_singles,5.64,4.720000000000001,758.25,565.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,far_short_service_x_right_doubles,6.1,4.720000000000001,786.875,562.625
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_short_service_x_left_doubles,0.0,8.68,317.625,689.375
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_short_service_x_left_singles,0.46,8.68,415.625,676.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_short_service_x_centre,3.05,8.68,787.875,622.375
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_short_service_x_right_singles,5.64,8.68,999.5,594.125
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_long_service_x_left_doubles,0.0,12.64,724.375,976.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_long_service_x_left_singles,0.46,12.64,873.75,908.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_long_service_x_centre,3.05,12.64,1269.5,722.25
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_baseline_x_left_singles,0.46,13.4,1113.375,1030.0
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_baseline_x_centre,3.05,13.4,1442.125,756.5
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_baseline_x_right_singles,5.64,13.4,1550.75,663.875
scratch/court_det_fix/worklog/checks/independent/examples_updated/gxBQ_HwdgN4.mp4,5111,near_long_service_x_right_doubles,6.1,12.64,1439.75,639.75
