window_id,rally_id,edge,window_start,window_end,row_kind,gt_frame,candidate_frame,offset_frames
28,14,first,23777,23928,unmatched_candidate,,23889,
28,14,first,23777,23928,unmatched_candidate,,23915,
29,14,last,24237,24388,matched,24312,24318,6
29,14,last,24237,24388,unmatched_candidate,,24255,
30,15,first,24903,25054,matched,24978,24977,-1
30,15,first,24903,25054,unmatched_candidate,,24990,
30,15,first,24903,25054,unmatched_candidate,,25015,
30,15,first,24903,25054,unmatched_candidate,,25041,
31,15,last,25956,26107,matched,26031,26028,-3
31,15,last,25956,26107,unmatched_candidate,,25966,
31,15,last,25956,26107,unmatched_candidate,,26017,
31,15,last,25956,26107,unmatched_candidate,,26057,
32,16,first,27324,27475,matched,27399,27403,4
32,16,first,27324,27475,unmatched_candidate,,27441,
32,16,first,27324,27475,unmatched_candidate,,27463,
33,16,last,27653,27804,matched,27728,27729,1
33,16,last,27653,27804,unmatched_candidate,,27681,
33,16,last,27653,27804,unmatched_candidate,,27699,
33,16,last,27653,27804,unmatched_candidate,,27742,
33,16,last,27653,27804,unmatched_candidate,,27777,
34,17,first,28160,28311,matched,28235,28256,21
35,17,last,28602,28753,matched,28677,28680,3
35,17,last,28602,28753,unmatched_candidate,,28620,
35,17,last,28602,28753,unmatched_candidate,,28657,
35,17,last,28602,28753,unmatched_candidate,,28702,
36,18,first,29048,29199,matched,29123,29150,27
36,18,first,29048,29199,unmatched_candidate,,29166,
37,18,last,29221,29372,matched,29296,29295,-1
37,18,last,29221,29372,unmatched_candidate,,29237,
37,18,last,29221,29372,unmatched_candidate,,29265,
37,18,last,29221,29372,unmatched_candidate,,29314,
38,19,first,31321,31424,matched,31396,31393,-3
38,19,first,31321,31424,unmatched_candidate,,31418,
39,19,last,31424,31526,matched,31450,31448,-2
39,19,last,31424,31526,unmatched_candidate,,31470,
39,19,last,31424,31526,unmatched_candidate,,31486,
40,20,first,31678,31791,matched,31753,31758,5
40,20,first,31678,31791,unmatched_candidate,,31787,
41,20,last,31791,31904,matched,31828,31827,-1
41,20,last,31791,31904,unmatched_candidate,,31806,
42,21,first,32290,32441,matched,32365,32369,4
42,21,first,32290,32441,unmatched_candidate,,32354,
42,21,first,32290,32441,unmatched_candidate,,32389,
42,21,first,32290,32441,unmatched_candidate,,32405,
42,21,first,32290,32441,unmatched_candidate,,32414,
43,21,last,32493,32644,matched,32568,32565,-3
43,21,last,32493,32644,unmatched_candidate,,32500,
43,21,last,32493,32644,unmatched_candidate,,32533,
43,21,last,32493,32644,unmatched_candidate,,32555,
43,21,last,32493,32644,unmatched_candidate,,32582,
43,21,last,32493,32644,unmatched_candidate,,32590,
43,21,last,32493,32644,unmatched_candidate,,32622,
44,22,first,32951,33102,matched,33026,33041,15
44,22,first,32951,33102,unmatched_candidate,,32958,
44,22,first,32951,33102,unmatched_candidate,,33072,
45,22,last,33102,33252,matched,33176,33174,-2
45,22,last,33102,33252,unmatched_candidate,,33118,
45,22,last,33102,33252,unmatched_candidate,,33198,
45,22,last,33102,33252,unmatched_candidate,,33214,
46,23,first,33533,33684,matched,33608,33617,9
46,23,first,33533,33684,unmatched_candidate,,33643,
46,23,first,33533,33684,unmatched_candidate,,33671,
47,23,last,33978,34129,matched,34053,34051,-2
47,23,last,33978,34129,unmatched_candidate,,33994,
47,23,last,33978,34129,unmatched_candidate,,34026,
47,23,last,33978,34129,unmatched_candidate,,34062,
47,23,last,33978,34129,unmatched_candidate,,34070,
47,23,last,33978,34129,unmatched_candidate,,34097,
47,23,last,33978,34129,unmatched_candidate,,34110,
48,24,first,34821,34972,matched,34896,34896,0
48,24,first,34821,34972,unmatched_candidate,,34925,
48,24,first,34821,34972,unmatched_candidate,,34942,
48,24,first,34821,34972,unmatched_candidate,,34961,
49,24,last,35167,35318,matched,35242,35239,-3
49,24,last,35167,35318,unmatched_candidate,,35179,
49,24,last,35167,35318,unmatched_candidate,,35201,
49,24,last,35167,35318,unmatched_candidate,,35228,
49,24,last,35167,35318,unmatched_candidate,,35265,
49,24,last,35167,35318,unmatched_candidate,,35278,
49,24,last,35167,35318,unmatched_candidate,,35286,
49,24,last,35167,35318,unmatched_candidate,,35297,
50,25,first,35737,35888,matched,35812,35809,-3
50,25,first,35737,35888,unmatched_candidate,,35825,
50,25,first,35737,35888,unmatched_candidate,,35857,
50,25,first,35737,35888,unmatched_candidate,,35879,
51,25,last,35973,36124,matched,36048,36047,-1
51,25,last,35973,36124,unmatched_candidate,,35985,
51,25,last,35973,36124,unmatched_candidate,,36007,
51,25,last,35973,36124,unmatched_candidate,,36062,
51,25,last,35973,36124,unmatched_candidate,,36081,
52,26,first,36487,36638,matched,36562,36577,15
52,26,first,36487,36638,unmatched_candidate,,36545,
52,26,first,36487,36638,unmatched_candidate,,36596,
52,26,first,36487,36638,unmatched_candidate,,36622,
53,26,last,37648,37799,matched,37723,37721,-2
53,26,last,37648,37799,unmatched_candidate,,37662,
53,26,last,37648,37799,unmatched_candidate,,37685,
53,26,last,37648,37799,unmatched_candidate,,37761,
53,26,last,37648,37799,unmatched_candidate,,37777,
54,27,first,38311,38449,matched,38386,38385,-1
54,27,first,38311,38449,unmatched_candidate,,38368,
54,27,first,38311,38449,unmatched_candidate,,38401,
54,27,first,38311,38449,unmatched_candidate,,38425,
55,27,last,38449,38587,matched,38511,38508,-3
55,27,last,38449,38587,unmatched_candidate,,38463,
55,27,last,38449,38587,unmatched_candidate,,38494,
56,28,first,39739,39890,matched,39814,39806,-8
56,28,first,39739,39890,unmatched_candidate,,39822,
56,28,first,39739,39890,unmatched_candidate,,39834,
56,28,first,39739,39890,unmatched_candidate,,39886,
57,28,last,40076,40227,matched,40151,40150,-1
57,28,last,40076,40227,unmatched_candidate,,40095,
57,28,last,40076,40227,unmatched_candidate,,40161,
57,28,last,40076,40227,unmatched_candidate,,40177,
58,29,first,40538,40689,matched,40613,40609,-4
58,29,first,40538,40689,unmatched_candidate,,40546,
58,29,first,40538,40689,unmatched_candidate,,40554,
58,29,first,40538,40689,unmatched_candidate,,40590,
58,29,first,40538,40689,unmatched_candidate,,40638,
59,29,last,41139,41290,matched,41214,41217,3
59,29,last,41139,41290,unmatched_candidate,,41160,
59,29,last,41139,41290,unmatched_candidate,,41182,
59,29,last,41139,41290,unmatched_candidate,,41230,
60,30,first,41663,41764,unmatched_gt,41738,,
61,30,last,41764,41864,unmatched_gt,41788,,
62,31,first,42146,42297,matched,42221,42238,17
62,31,first,42146,42297,unmatched_candidate,,42263,
63,31,last,42348,42499,matched,42423,42411,-12
63,31,last,42348,42499,unmatched_candidate,,42380,
63,31,last,42348,42499,unmatched_candidate,,42460,
64,32,first,42722,42873,matched,42797,42798,1
64,32,first,42722,42873,unmatched_candidate,,42755,
64,32,first,42722,42873,unmatched_candidate,,42786,
64,32,first,42722,42873,unmatched_candidate,,42812,
64,32,first,42722,42873,unmatched_candidate,,42838,
64,32,first,42722,42873,unmatched_candidate,,42868,
65,32,last,43004,43155,matched,43079,43078,-1
65,32,last,43004,43155,unmatched_candidate,,43022,
66,33,first,43626,43743,matched,43701,43697,-4
66,33,first,43626,43743,unmatched_candidate,,43719,
67,33,last,43743,43859,matched,43783,43781,-2
67,33,last,43743,43859,unmatched_candidate,,43751,
67,33,last,43743,43859,unmatched_candidate,,43809,
67,33,last,43743,43859,unmatched_candidate,,43825,
68,34,first,44036,44125,matched,44111,44109,-2
69,34,last,44125,44213,matched,44137,44135,-2
69,34,last,44125,44213,unmatched_candidate,,44177,
69,34,last,44125,44213,unmatched_candidate,,44190,
70,35,first,44336,44487,matched,44411,44411,0
70,35,first,44336,44487,unmatched_candidate,,44401,
70,35,first,44336,44487,unmatched_candidate,,44433,
70,35,first,44336,44487,unmatched_candidate,,44454,
71,35,last,44699,44850,matched,44774,44773,-1
71,35,last,44699,44850,unmatched_candidate,,44726,
71,35,last,44699,44850,unmatched_candidate,,44745,
71,35,last,44699,44850,unmatched_candidate,,44782,
72,36,first,48446,48555,matched,48521,48526,5
72,36,first,48446,48555,unmatched_candidate,,48451,
72,36,first,48446,48555,unmatched_candidate,,48474,
72,36,first,48446,48555,unmatched_candidate,,48493,
72,36,first,48446,48555,unmatched_candidate,,48551,
73,36,last,48555,48663,matched,48587,48583,-4
73,36,last,48555,48663,unmatched_candidate,,48606,
74,37,first,48891,49025,matched,48966,48993,27
74,37,first,48891,49025,unmatched_candidate,,49007,
75,37,last,49025,49159,matched,49083,49089,6
75,37,last,49025,49159,unmatched_candidate,,49028,
75,37,last,49025,49159,unmatched_candidate,,49075,
75,37,last,49025,49159,unmatched_candidate,,49118,
76,38,first,49515,49634,matched,49590,49585,-5
76,38,first,49515,49634,unmatched_candidate,,49619,
77,38,last,49634,49752,matched,49676,49674,-2
77,38,last,49634,49752,unmatched_candidate,,49641,
77,38,last,49634,49752,unmatched_candidate,,49699,
77,38,last,49634,49752,unmatched_candidate,,49713,
78,39,first,49955,50039,matched,50030,50030,0
78,39,first,49955,50039,unmatched_candidate,,50017,
78,39,first,49955,50039,unmatched_candidate,,50038,
79,39,last,50039,50122,matched,50046,50062,16
79,39,last,50039,50122,unmatched_candidate,,50081,
79,39,last,50039,50122,unmatched_candidate,,50110,
80,40,first,50247,50343,matched,50322,50321,-1
80,40,first,50247,50343,unmatched_candidate,,50337,
81,40,last,50343,50438,matched,50362,50366,4
81,40,last,50343,50438,unmatched_candidate,,50382,
81,40,last,50343,50438,unmatched_candidate,,50401,
82,41,first,50677,50818,matched,50752,50755,3
82,41,first,50677,50818,unmatched_candidate,,50785,
82,41,first,50677,50818,unmatched_candidate,,50809,
83,41,last,50818,50959,matched,50883,50881,-2
83,41,last,50818,50959,unmatched_candidate,,50857,
83,41,last,50818,50959,unmatched_candidate,,50910,
83,41,last,50818,50959,unmatched_candidate,,50926,
84,42,first,51210,51361,matched,51285,51297,12
84,42,first,51210,51361,unmatched_candidate,,51324,
84,42,first,51210,51361,unmatched_candidate,,51338,
85,42,last,51615,51766,matched,51690,51694,4
85,42,last,51615,51766,unmatched_candidate,,51627,
85,42,last,51615,51766,unmatched_candidate,,51650,
85,42,last,51615,51766,unmatched_candidate,,51665,
85,42,last,51615,51766,unmatched_candidate,,51705,
85,42,last,51615,51766,unmatched_candidate,,51713,
86,43,first,52374,52525,matched,52449,52465,16
86,43,first,52374,52525,unmatched_candidate,,52401,
86,43,first,52374,52525,unmatched_candidate,,52497,
87,44,first,52767,52918,matched,52842,52833,-9
87,44,first,52767,52918,unmatched_candidate,,52862,
87,44,first,52767,52918,unmatched_candidate,,52873,
87,44,first,52767,52918,unmatched_candidate,,52913,
88,44,last,53599,53750,matched,53674,53681,7
88,44,last,53599,53750,unmatched_candidate,,53614,
88,44,last,53599,53750,unmatched_candidate,,53644,
88,44,last,53599,53750,unmatched_candidate,,53697,
89,45,first,55025,55176,matched,55100,55091,-9
89,45,first,55025,55176,unmatched_candidate,,55073,
89,45,first,55025,55176,unmatched_candidate,,55118,
89,45,first,55025,55176,unmatched_candidate,,55144,
90,45,last,55316,55467,matched,55391,55388,-3
90,45,last,55316,55467,unmatched_candidate,,55317,
90,45,last,55316,55467,unmatched_candidate,,55361,
90,45,last,55316,55467,unmatched_candidate,,55437,
90,45,last,55316,55467,unmatched_candidate,,55454,
91,46,first,55837,55988,matched,55912,55915,3
91,46,first,55837,55988,unmatched_candidate,,55938,
91,46,first,55837,55988,unmatched_candidate,,55950,
92,46,last,56276,56427,matched,56351,56337,-14
92,46,last,56276,56427,unmatched_candidate,,56297,
92,46,last,56276,56427,unmatched_candidate,,56323,
92,46,last,56276,56427,unmatched_candidate,,56385,
92,46,last,56276,56427,unmatched_candidate,,56414,
93,47,first,56715,56866,matched,56790,56785,-5
93,47,first,56715,56866,unmatched_candidate,,56808,
93,47,first,56715,56866,unmatched_candidate,,56846,
94,47,last,57080,57231,matched,57155,57150,-5
94,47,last,57080,57231,unmatched_candidate,,57106,
94,47,last,57080,57231,unmatched_candidate,,57127,
94,47,last,57080,57231,unmatched_candidate,,57166,
94,47,last,57080,57231,unmatched_candidate,,57185,
94,47,last,57080,57231,unmatched_candidate,,57198,
95,48,first,57915,58049,matched,57990,57985,-5
95,48,first,57915,58049,unmatched_candidate,,57953,
95,48,first,57915,58049,unmatched_candidate,,58006,
95,48,first,57915,58049,unmatched_candidate,,58030,
96,48,last,58049,58183,matched,58107,58110,3
96,48,last,58049,58183,unmatched_candidate,,58050,
96,48,last,58049,58183,unmatched_candidate,,58145,
97,49,first,58745,58896,matched,58820,58813,-7
97,49,first,58745,58896,unmatched_candidate,,58785,
97,49,first,58745,58896,unmatched_candidate,,58830,
97,49,first,58745,58896,unmatched_candidate,,58853,
97,49,first,58745,58896,unmatched_candidate,,58884,
98,49,last,58901,59052,matched,58976,58974,-2
98,49,last,58901,59052,unmatched_candidate,,58905,
98,49,last,58901,59052,unmatched_candidate,,58930,
98,49,last,58901,59052,unmatched_candidate,,58957,
98,49,last,58901,59052,unmatched_candidate,,58990,
99,50,first,59320,59471,matched,59395,59406,11
99,50,first,59320,59471,unmatched_candidate,,59377,
99,50,first,59320,59471,unmatched_candidate,,59449,
100,50,last,59490,59641,matched,59565,59563,-2
100,50,last,59490,59641,unmatched_candidate,,59502,
100,50,last,59490,59641,unmatched_candidate,,59520,
100,50,last,59490,59641,unmatched_candidate,,59540,
100,50,last,59490,59641,unmatched_candidate,,59601,
100,50,last,59490,59641,unmatched_candidate,,59630,
101,51,first,59888,60039,matched,59963,59961,-2
101,51,first,59888,60039,unmatched_candidate,,59987,
101,51,first,59888,60039,unmatched_candidate,,60009,
101,51,first,59888,60039,unmatched_candidate,,60032,
102,51,last,60160,60311,matched,60235,60257,22
102,51,last,60160,60311,unmatched_candidate,,60161,
102,51,last,60160,60311,unmatched_candidate,,60199,
102,51,last,60160,60311,unmatched_candidate,,60267,
103,52,first,60577,60728,unmatched_gt,60652,,
104,52,last,60728,60879,unmatched_gt,60803,,
105,53,first,62673,62824,matched,62748,62738,-10
105,53,first,62673,62824,unmatched_candidate,,62718,
105,53,first,62673,62824,unmatched_candidate,,62788,
105,53,first,62673,62824,unmatched_candidate,,62815,
106,53,last,62952,63103,matched,63027,63024,-3
106,53,last,62952,63103,unmatched_candidate,,62990,
106,53,last,62952,63103,unmatched_candidate,,63073,
106,53,last,62952,63103,unmatched_candidate,,63102,
107,54,first,63678,63829,matched,63753,63745,-8
107,54,first,63678,63829,unmatched_candidate,,63697,
107,54,first,63678,63829,unmatched_candidate,,63769,
107,54,first,63678,63829,unmatched_candidate,,63800,
108,54,last,64146,64297,matched,64221,64225,4
108,54,last,64146,64297,unmatched_candidate,,64174,
108,54,last,64146,64297,unmatched_candidate,,64206,
108,54,last,64146,64297,unmatched_candidate,,64238,
109,55,first,64636,64736,matched,64711,64705,-6
110,55,last,64736,64835,matched,64759,64764,5
110,55,last,64736,64835,unmatched_candidate,,64737,
111,56,first,65167,65318,matched,65242,65233,-9
111,56,first,65167,65318,unmatched_candidate,,65254,
111,56,first,65167,65318,unmatched_candidate,,65282,
111,56,first,65167,65318,unmatched_candidate,,65311,
112,56,last,65389,65540,matched,65464,65470,6
112,56,last,65389,65540,unmatched_candidate,,65409,
112,56,last,65389,65540,unmatched_candidate,,65430,
112,56,last,65389,65540,unmatched_candidate,,65453,
112,56,last,65389,65540,unmatched_candidate,,65489,
112,56,last,65389,65540,unmatched_candidate,,65502,
113,57,first,65944,66095,matched,66019,66030,11
113,57,first,65944,66095,unmatched_candidate,,65971,
113,57,first,65944,66095,unmatched_candidate,,65990,
113,57,first,65944,66095,unmatched_candidate,,66063,
113,57,first,65944,66095,unmatched_candidate,,66078,
114,57,last,66181,66332,matched,66256,66257,1
114,57,last,66181,66332,unmatched_candidate,,66196,
114,57,last,66181,66332,unmatched_candidate,,66243,
115,58,first,66649,66800,matched,66724,66737,13
115,58,first,66649,66800,unmatched_candidate,,66769,
115,58,first,66649,66800,unmatched_candidate,,66778,
116,58,last,66842,66993,matched,66917,66942,25
116,58,last,66842,66993,unmatched_candidate,,66855,
116,58,last,66842,66993,unmatched_candidate,,66876,
117,59,first,67544,67695,matched,67619,67617,-2
117,59,first,67544,67695,unmatched_candidate,,67650,
117,59,first,67544,67695,unmatched_candidate,,67694,
118,59,last,68592,68743,matched,68667,68674,7
118,59,last,68592,68743,unmatched_candidate,,68617,
118,59,last,68592,68743,unmatched_candidate,,68638,
118,59,last,68592,68743,unmatched_candidate,,68653,
118,59,last,68592,68743,unmatched_candidate,,68718,
119,60,first,70102,70253,matched,70177,70225,48
119,60,first,70102,70253,unmatched_candidate,,70244,
120,60,last,70876,71027,matched,70951,70966,15
120,60,last,70876,71027,unmatched_candidate,,70894,
120,60,last,70876,71027,unmatched_candidate,,70902,
120,60,last,70876,71027,unmatched_candidate,,70931,
121,61,first,71472,71599,matched,71547,71537,-10
121,61,first,71472,71599,unmatched_candidate,,71569,
121,61,first,71472,71599,unmatched_candidate,,71589,
122,61,last,71599,71725,matched,71649,71648,-1
122,61,last,71599,71725,unmatched_candidate,,71618,
122,61,last,71599,71725,unmatched_candidate,,71678,
122,61,last,71599,71725,unmatched_candidate,,71710,
123,62,first,71991,72137,matched,72066,72065,-1
123,62,first,71991,72137,unmatched_candidate,,72017,
123,62,first,71991,72137,unmatched_candidate,,72091,
123,62,first,71991,72137,unmatched_candidate,,72121,
124,62,last,72137,72282,matched,72206,72206,0
124,62,last,72137,72282,unmatched_candidate,,72158,
124,62,last,72137,72282,unmatched_candidate,,72181,
124,62,last,72137,72282,unmatched_candidate,,72258,
125,63,first,72810,72961,matched,72885,72901,16
125,63,first,72810,72961,unmatched_candidate,,72833,
125,63,first,72810,72961,unmatched_candidate,,72845,
125,63,first,72810,72961,unmatched_candidate,,72929,
125,63,first,72810,72961,unmatched_candidate,,72944,
126,63,last,73757,73908,matched,73832,73841,9
126,63,last,73757,73908,unmatched_candidate,,73794,
126,63,last,73757,73908,unmatched_candidate,,73822,
126,63,last,73757,73908,unmatched_candidate,,73870,
126,63,last,73757,73908,unmatched_candidate,,73886,
127,64,first,74444,74560,matched,74519,74513,-6
127,64,first,74444,74560,unmatched_candidate,,74535,
128,64,last,74560,74675,matched,74599,74594,-5
128,64,last,74560,74675,unmatched_candidate,,74567,
128,64,last,74560,74675,unmatched_candidate,,74609,
128,64,last,74560,74675,unmatched_candidate,,74633,
128,64,last,74560,74675,unmatched_candidate,,74641,
128,64,last,74560,74675,unmatched_candidate,,74654,
129,65,first,74982,75133,matched,75057,75057,0
129,65,first,74982,75133,unmatched_candidate,,75086,
129,65,first,74982,75133,unmatched_candidate,,75105,
129,65,first,74982,75133,unmatched_candidate,,75114,
130,65,last,75512,75663,matched,75587,75584,-3
130,65,last,75512,75663,unmatched_candidate,,75536,
130,65,last,75512,75663,unmatched_candidate,,75562,
130,65,last,75512,75663,unmatched_candidate,,75614,
131,66,first,76850,77001,matched,76925,76918,-7
131,66,first,76850,77001,unmatched_candidate,,76933,
131,66,first,76850,77001,unmatched_candidate,,76961,
131,66,first,76850,77001,unmatched_candidate,,76988,
132,66,last,77001,77151,matched,77075,77089,14
132,66,last,77001,77151,unmatched_candidate,,77006,
132,66,last,77001,77151,unmatched_candidate,,77023,
132,66,last,77001,77151,unmatched_candidate,,77054,
132,66,last,77001,77151,unmatched_candidate,,77102,
133,67,first,77713,77832,matched,77788,77777,-11
133,67,first,77713,77832,unmatched_candidate,,77747,
133,67,first,77713,77832,unmatched_candidate,,77806,
134,67,last,77832,77950,matched,77874,77905,31
134,67,last,77832,77950,unmatched_candidate,,77922,
135,68,first,78151,78302,matched,78226,78222,-4
135,68,first,78151,78302,unmatched_candidate,,78238,
135,68,first,78151,78302,unmatched_candidate,,78273,
135,68,first,78151,78302,unmatched_candidate,,78290,
136,68,last,78628,78779,matched,78703,78702,-1
136,68,last,78628,78779,unmatched_candidate,,78652,
136,68,last,78628,78779,unmatched_candidate,,78686,
136,68,last,78628,78779,unmatched_candidate,,78734,
136,68,last,78628,78779,unmatched_candidate,,78753,
136,68,last,78628,78779,unmatched_candidate,,78766,
137,69,first,79757,79908,matched,79832,79825,-7
137,69,first,79757,79908,unmatched_candidate,,79777,
137,69,first,79757,79908,unmatched_candidate,,79847,
137,69,first,79757,79908,unmatched_candidate,,79872,
137,69,first,79757,79908,unmatched_candidate,,79902,
138,69,last,80461,80612,matched,80536,80535,-1
138,69,last,80461,80612,unmatched_candidate,,80485,
138,69,last,80461,80612,unmatched_candidate,,80505,
138,69,last,80461,80612,unmatched_candidate,,80558,
138,69,last,80461,80612,unmatched_candidate,,80574,
139,70,first,82344,82455,matched,82419,82406,-13
139,70,first,82344,82455,unmatched_candidate,,82377,
139,70,first,82344,82455,unmatched_candidate,,82432,
139,70,first,82344,82455,unmatched_candidate,,82452,
140,70,last,82455,82566,matched,82490,82494,4
140,70,last,82455,82566,unmatched_candidate,,82471,
141,71,first,83782,83933,matched,83857,83857,0
141,71,first,83782,83933,unmatched_candidate,,83793,
141,71,first,83782,83933,unmatched_candidate,,83870,
141,71,first,83782,83933,unmatched_candidate,,83889,
141,71,first,83782,83933,unmatched_candidate,,83918,
142,71,last,84585,84736,matched,84660,84660,0
142,71,last,84585,84736,unmatched_candidate,,84597,
142,71,last,84585,84736,unmatched_candidate,,84625,
142,71,last,84585,84736,unmatched_candidate,,84686,
143,72,first,85784,85935,matched,85859,85857,-2
143,72,first,85784,85935,unmatched_candidate,,85883,
143,72,first,85784,85935,unmatched_candidate,,85902,
143,72,first,85784,85935,unmatched_candidate,,85930,
144,72,last,86092,86243,matched,86167,86149,-18
144,72,last,86092,86243,unmatched_candidate,,86110,
144,72,last,86092,86243,unmatched_candidate,,86139,
144,72,last,86092,86243,unmatched_candidate,,86193,
144,72,last,86092,86243,unmatched_candidate,,86206,
145,73,first,87136,87287,matched,87211,87201,-10
145,73,first,87136,87287,unmatched_candidate,,87239,
145,73,first,87136,87287,unmatched_candidate,,87255,
145,73,first,87136,87287,unmatched_candidate,,87278,
146,73,last,87432,87583,matched,87507,87490,-17
146,73,last,87432,87583,unmatched_candidate,,87467,
146,73,last,87432,87583,unmatched_candidate,,87534,
147,74,first,91116,91231,matched,91191,91185,-6
147,74,first,91116,91231,unmatched_candidate,,91203,
147,74,first,91116,91231,unmatched_candidate,,91212,
147,74,first,91116,91231,unmatched_candidate,,91220,
148,74,last,91231,91346,matched,91270,91249,-21
149,75,first,91583,91734,matched,91658,91657,-1
149,75,first,91583,91734,unmatched_candidate,,91697,
149,75,first,91583,91734,unmatched_candidate,,91732,
