video,frame,landmark,court_x_m,court_y_m,x_px,y_px
C6NrJyBwn6c.mkv,0,near_baseline_x_centre,3.05,13.4,1661.0,881.0
C6NrJyBwn6c.mkv,10514,far_baseline_x_left_doubles,0.0,0.0,62.5,468.0
C6NrJyBwn6c.mkv,10514,far_baseline_x_right_doubles,6.1,0.0,720.5,468.625
C6NrJyBwn6c.mkv,10514,far_baseline_x_left_singles,0.46,0.0,127.0,470.0
C6NrJyBwn6c.mkv,10514,far_baseline_x_centre,3.05,0.0,430.5,470.0
C6NrJyBwn6c.mkv,10514,far_baseline_x_right_singles,5.64,0.0,680.0,469.0
C6NrJyBwn6c.mkv,10514,far_long_service_x_left_doubles,0.0,0.76,69.0,478.5
C6NrJyBwn6c.mkv,10514,far_long_service_x_left_singles,0.46,0.76,134.0,478.0
C6NrJyBwn6c.mkv,10514,far_long_service_x_centre,3.05,0.76,446.0,476.5
C6NrJyBwn6c.mkv,10514,far_long_service_x_right_singles,5.64,0.76,703.5,475.0
C6NrJyBwn6c.mkv,10514,far_long_service_x_right_doubles,6.1,0.76,746.5,474.5
C6NrJyBwn6c.mkv,10514,far_short_service_x_left_doubles,0.0,4.720000000000001,106.5,533.5
C6NrJyBwn6c.mkv,10514,far_short_service_x_left_singles,0.46,4.720000000000001,192.5,532.0
C6NrJyBwn6c.mkv,10514,far_short_service_x_centre,3.05,4.720000000000001,590.0,524.0
C6NrJyBwn6c.mkv,10514,near_short_service_x_left_doubles,0.0,8.68,181.0,643.0
C6NrJyBwn6c.mkv,10514,near_short_service_x_left_singles,0.46,8.68,305.5,636.5
C6NrJyBwn6c.mkv,10514,near_short_service_x_centre,3.05,8.68,842.0,605.0
C6NrJyBwn6c.mkv,10514,near_short_service_x_right_singles,5.64,8.68,1213.0,584.0
C6NrJyBwn6c.mkv,10514,near_short_service_x_right_doubles,6.1,8.68,1271.0,580.5
C6NrJyBwn6c.mkv,10514,near_long_service_x_left_doubles,0.0,12.64,410.5,982.0
C6NrJyBwn6c.mkv,10514,near_long_service_x_left_singles,0.46,12.64,637.0,940.5
C6NrJyBwn6c.mkv,10514,near_long_service_x_centre,3.05,12.64,1437.5,805.0
C6NrJyBwn6c.mkv,10514,near_long_service_x_right_singles,5.64,12.64,1891.5,728.5
C6NrJyBwn6c.mkv,10514,near_baseline_x_centre,3.05,13.4,1667.0,883.0
C6NrJyBwn6c.mkv,24515,far_baseline_x_left_doubles,0.0,0.0,62.5,468.0
C6NrJyBwn6c.mkv,24515,far_baseline_x_right_doubles,6.1,0.0,720.5,468.625
C6NrJyBwn6c.mkv,24515,far_baseline_x_left_singles,0.46,0.0,125.0,469.0
C6NrJyBwn6c.mkv,24515,far_baseline_x_centre,3.05,0.0,428.0,469.0
C6NrJyBwn6c.mkv,24515,far_baseline_x_right_singles,5.64,0.0,680.5,468.0
C6NrJyBwn6c.mkv,24515,far_long_service_x_left_doubles,0.0,0.76,68.0,477.5
C6NrJyBwn6c.mkv,24515,far_long_service_x_left_singles,0.46,0.76,132.5,477.0
C6NrJyBwn6c.mkv,24515,far_long_service_x_centre,3.05,0.76,445.5,475.5
C6NrJyBwn6c.mkv,24515,far_long_service_x_right_singles,5.64,0.76,707.0,474.5
C6NrJyBwn6c.mkv,24515,far_long_service_x_right_doubles,6.1,0.76,750.5,474.0
C6NrJyBwn6c.mkv,24515,far_short_service_x_left_doubles,0.0,4.720000000000001,104.5,532.5
C6NrJyBwn6c.mkv,24515,far_short_service_x_left_singles,0.46,4.720000000000001,190.5,531.0
C6NrJyBwn6c.mkv,24515,far_short_service_x_centre,3.05,4.720000000000001,588.0,523.0
C6NrJyBwn6c.mkv,24515,far_short_service_x_right_singles,5.64,4.720000000000001,896.5,515.0
C6NrJyBwn6c.mkv,24515,far_short_service_x_right_doubles,6.1,4.720000000000001,948.0,514.0
C6NrJyBwn6c.mkv,24515,near_short_service_x_left_doubles,0.0,8.68,179.5,642.5
C6NrJyBwn6c.mkv,24515,near_short_service_x_right_singles,5.64,8.68,1212.5,583.5
C6NrJyBwn6c.mkv,24515,near_short_service_x_right_doubles,6.1,8.68,1272.5,580.0
C6NrJyBwn6c.mkv,24515,near_long_service_x_left_doubles,0.0,12.64,409.0,982.5
C6NrJyBwn6c.mkv,24515,near_long_service_x_left_singles,0.46,12.64,636.0,940.5
C6NrJyBwn6c.mkv,24515,near_long_service_x_centre,3.05,12.64,1438.0,804.5
C6NrJyBwn6c.mkv,24515,near_long_service_x_right_singles,5.64,12.64,1892.5,727.5
C6NrJyBwn6c.mkv,24515,near_baseline_x_centre,3.05,13.4,1668.0,881.5
C6NrJyBwn6c.mkv,24515,near_short_service_x_left_singles,0.46,8.68,305.0,636.0
C6NrJyBwn6c.mkv,24515,near_short_service_x_centre,3.05,8.68,842.0,604.0
C6NrJyBwn6c.mkv,17174,far_baseline_x_left_doubles,0.0,0.0,62.5,470.0
C6NrJyBwn6c.mkv,17174,far_baseline_x_right_doubles,6.1,0.0,720.5,468.125
C6NrJyBwn6c.mkv,17174,far_baseline_x_left_singles,0.46,0.0,125.5,470.0
C6NrJyBwn6c.mkv,17174,far_baseline_x_centre,3.05,0.0,428.5,469.0
C6NrJyBwn6c.mkv,17174,far_baseline_x_right_singles,5.64,0.0,681.0,469.0
C6NrJyBwn6c.mkv,17174,far_long_service_x_left_doubles,0.0,0.76,68.0,478.5
C6NrJyBwn6c.mkv,17174,far_long_service_x_left_singles,0.46,0.76,133.0,478.0
C6NrJyBwn6c.mkv,17174,far_long_service_x_centre,3.05,0.76,446.0,476.5
C6NrJyBwn6c.mkv,17174,far_long_service_x_right_singles,5.64,0.76,707.5,475.0
C6NrJyBwn6c.mkv,17174,far_long_service_x_right_doubles,6.1,0.76,747.5,474.0
C6NrJyBwn6c.mkv,17174,far_short_service_x_left_doubles,0.0,4.720000000000001,106.0,533.5
C6NrJyBwn6c.mkv,17174,far_short_service_x_left_singles,0.46,4.720000000000001,191.0,531.5
C6NrJyBwn6c.mkv,17174,far_short_service_x_centre,3.05,4.720000000000001,590.5,524.0
C6NrJyBwn6c.mkv,17174,near_short_service_x_left_doubles,0.0,8.68,180.5,643.0
C6NrJyBwn6c.mkv,17174,near_short_service_x_left_singles,0.46,8.68,305.0,637.0
C6NrJyBwn6c.mkv,17174,near_short_service_x_centre,3.05,8.68,841.0,604.0
C6NrJyBwn6c.mkv,17174,near_short_service_x_right_doubles,6.1,8.68,1273.5,581.0
C6NrJyBwn6c.mkv,17174,near_long_service_x_left_doubles,0.0,12.64,409.5,982.5
C6NrJyBwn6c.mkv,17174,near_long_service_x_left_singles,0.46,12.64,636.0,940.5
C6NrJyBwn6c.mkv,17174,near_long_service_x_centre,3.05,12.64,1438.0,804.5
C6NrJyBwn6c.mkv,17174,near_long_service_x_right_singles,5.64,12.64,1892.0,727.5
C6NrJyBwn6c.mkv,17174,near_baseline_x_centre,3.05,13.4,1672.0,882.5
C1jR4vZmrkI.mkv,0,far_baseline_x_left_doubles,0.0,0.0,366.5,666.0
C1jR4vZmrkI.mkv,0,far_baseline_x_right_doubles,6.1,0.0,992.0,678.0
C1jR4vZmrkI.mkv,0,far_baseline_x_left_singles,0.46,0.0,420.0,667.0
C1jR4vZmrkI.mkv,0,far_baseline_x_centre,3.05,0.0,696.0,672.5
C1jR4vZmrkI.mkv,0,far_baseline_x_right_singles,5.64,0.0,950.5,678.0
C1jR4vZmrkI.mkv,0,far_long_service_x_left_doubles,0.0,0.76,360.0,673.5
C1jR4vZmrkI.mkv,0,far_long_service_x_left_singles,0.46,0.76,416.0,675.0
C1jR4vZmrkI.mkv,0,far_long_service_x_centre,3.05,0.76,704.0,680.5
C1jR4vZmrkI.mkv,0,far_long_service_x_right_singles,5.64,0.76,965.5,685.5
C1jR4vZmrkI.mkv,0,far_long_service_x_right_doubles,6.1,0.76,1014.0,686.0
C1jR4vZmrkI.mkv,0,far_short_service_x_left_doubles,0.0,4.720000000000001,315.5,727.0
C1jR4vZmrkI.mkv,0,far_short_service_x_left_singles,0.46,4.720000000000001,388.5,727.5
C1jR4vZmrkI.mkv,0,far_short_service_x_centre,3.05,4.720000000000001,756.0,732.0
C1jR4vZmrkI.mkv,0,far_short_service_x_right_singles,5.64,4.720000000000001,1082.5,736.0
C1jR4vZmrkI.mkv,0,far_short_service_x_right_doubles,6.1,4.720000000000001,1140.5,736.5
C1jR4vZmrkI.mkv,0,near_short_service_x_left_doubles,0.0,8.68,233.0,823.0
C1jR4vZmrkI.mkv,0,near_short_service_x_left_singles,0.46,8.68,336.0,824.0
C1jR4vZmrkI.mkv,0,near_short_service_x_centre,3.05,8.68,845.5,822.0
C1jR4vZmrkI.mkv,0,near_short_service_x_right_singles,5.64,8.68,1290.5,827.0
C1jR4vZmrkI.mkv,0,near_short_service_x_right_doubles,6.1,8.68,1369.5,827.0
C1jR4vZmrkI.mkv,0,near_long_service_x_left_singles,0.46,12.64,210.5,1046.5
C1jR4vZmrkI.mkv,0,near_long_service_x_centre,3.05,12.64,1043.5,1029.5
C1jR4vZmrkI.mkv,13782,far_baseline_x_left_doubles,0.0,0.0,436.0,675.0
C1jR4vZmrkI.mkv,13782,far_baseline_x_right_doubles,6.1,0.0,1053.0,689.0
C1jR4vZmrkI.mkv,13782,far_baseline_x_left_singles,0.46,0.0,488.0,676.5
C1jR4vZmrkI.mkv,13782,far_baseline_x_centre,3.05,0.0,760.5,682.0
C1jR4vZmrkI.mkv,13782,far_baseline_x_right_singles,5.64,0.0,1011.0,688.0
C1jR4vZmrkI.mkv,13782,far_long_service_x_left_doubles,0.0,0.76,428.5,683.0
C1jR4vZmrkI.mkv,13782,far_long_service_x_left_singles,0.46,0.76,484.0,684.0
C1jR4vZmrkI.mkv,13782,far_long_service_x_centre,3.05,0.76,767.0,690.0
C1jR4vZmrkI.mkv,13782,far_long_service_x_right_singles,5.64,0.76,1027.0,696.25
C1jR4vZmrkI.mkv,13782,far_long_service_x_right_doubles,6.1,0.76,1074.125,697.0
C1jR4vZmrkI.mkv,13782,far_short_service_x_left_doubles,0.0,4.720000000000001,384.5,735.0
C1jR4vZmrkI.mkv,13782,far_short_service_x_left_singles,0.46,4.720000000000001,456.375,737.0
C1jR4vZmrkI.mkv,13782,far_short_service_x_centre,3.05,4.720000000000001,818.5,742.0
C1jR4vZmrkI.mkv,13782,far_short_service_x_right_singles,5.64,4.720000000000001,1145.5,747.5
C1jR4vZmrkI.mkv,13782,far_short_service_x_right_doubles,6.1,4.720000000000001,1203.0,748.5
C1jR4vZmrkI.mkv,13782,near_short_service_x_left_doubles,0.0,8.68,304.0,830.0
C1jR4vZmrkI.mkv,13782,near_short_service_x_left_singles,0.46,8.68,404.0,832.0
C1jR4vZmrkI.mkv,13782,near_short_service_x_centre,3.05,8.68,907.0,832.0
C1jR4vZmrkI.mkv,13782,near_short_service_x_right_singles,5.64,8.68,1357.0,839.5
C1jR4vZmrkI.mkv,13782,near_short_service_x_right_doubles,6.1,8.68,1436.5,840.0
C1jR4vZmrkI.mkv,13782,near_long_service_x_left_doubles,0.0,12.64,110.5,1053.0
C1jR4vZmrkI.mkv,13782,near_long_service_x_left_singles,0.46,12.64,280.0,1052.0
C1jR4vZmrkI.mkv,13782,near_long_service_x_centre,3.05,12.64,1105.5,1041.0
C1jR4vZmrkI.mkv,319,far_baseline_x_left_doubles,0.0,0.0,328.0,671.0
C1jR4vZmrkI.mkv,319,far_baseline_x_right_doubles,6.1,0.0,960.5,682.5
C1jR4vZmrkI.mkv,319,far_baseline_x_left_singles,0.46,0.0,382.0,672.0
C1jR4vZmrkI.mkv,319,far_baseline_x_centre,3.05,0.0,661.0,677.0
C1jR4vZmrkI.mkv,319,far_baseline_x_right_singles,5.64,0.0,917.0,682.0
C1jR4vZmrkI.mkv,319,far_long_service_x_left_doubles,0.0,0.76,321.0,679.0
C1jR4vZmrkI.mkv,319,far_long_service_x_left_singles,0.46,0.76,377.5,680.5
C1jR4vZmrkI.mkv,319,far_long_service_x_centre,3.05,0.76,669.0,685.5
C1jR4vZmrkI.mkv,319,far_long_service_x_right_singles,5.64,0.76,932.0,689.5
C1jR4vZmrkI.mkv,319,far_long_service_x_right_doubles,6.1,0.76,980.5,689.875
C1jR4vZmrkI.mkv,319,far_short_service_x_left_doubles,0.0,4.720000000000001,276.0,732.5
C1jR4vZmrkI.mkv,319,far_short_service_x_left_singles,0.46,4.720000000000001,350.0,733.5
C1jR4vZmrkI.mkv,319,far_short_service_x_centre,3.05,4.720000000000001,720.5,737.0
C1jR4vZmrkI.mkv,319,far_short_service_x_right_singles,5.64,4.720000000000001,1049.0,740.0
C1jR4vZmrkI.mkv,319,far_short_service_x_right_doubles,6.1,4.720000000000001,1105.5,740.0
C1jR4vZmrkI.mkv,319,near_short_service_x_left_doubles,0.0,8.68,193.0,829.0
C1jR4vZmrkI.mkv,319,near_short_service_x_left_singles,0.46,8.68,296.5,830.5
C1jR4vZmrkI.mkv,319,near_short_service_x_centre,3.05,8.68,811.0,827.0
C1jR4vZmrkI.mkv,319,near_short_service_x_right_singles,5.64,8.68,1256.25,829.875
C1jR4vZmrkI.mkv,319,near_long_service_x_left_singles,0.46,12.64,168.5,1056.0
C1jR4vZmrkI.mkv,319,near_long_service_x_centre,3.05,12.64,1008.875,1032.875
zYqgJo1L5uM.mkv,54,far_baseline_x_left_doubles,0.0,0.0,657.0,554.0
zYqgJo1L5uM.mkv,54,far_baseline_x_right_doubles,6.1,0.0,1194.5,554.5
zYqgJo1L5uM.mkv,54,far_baseline_x_left_singles,0.46,0.0,698.5,554.0
zYqgJo1L5uM.mkv,54,far_baseline_x_centre,3.05,0.0,928.0,555.0
zYqgJo1L5uM.mkv,54,far_baseline_x_right_singles,5.64,0.0,1153.5,555.0
zYqgJo1L5uM.mkv,54,far_long_service_x_left_doubles,0.0,0.76,644.0,561.0
zYqgJo1L5uM.mkv,54,far_long_service_x_left_singles,0.46,0.76,690.5,562.0
zYqgJo1L5uM.mkv,54,far_long_service_x_centre,3.05,0.76,931.5,562.0
zYqgJo1L5uM.mkv,54,far_long_service_x_right_singles,5.64,0.76,1166.5,562.0
zYqgJo1L5uM.mkv,54,far_long_service_x_right_doubles,6.1,0.76,1210.0,561.5
zYqgJo1L5uM.mkv,54,far_short_service_x_left_doubles,0.0,4.720000000000001,571.5,611.5
zYqgJo1L5uM.mkv,54,far_short_service_x_left_singles,0.46,4.720000000000001,635.0,612.0
zYqgJo1L5uM.mkv,54,far_short_service_x_centre,3.05,4.720000000000001,961.875,613.125
zYqgJo1L5uM.mkv,54,far_short_service_x_right_singles,5.64,4.720000000000001,1275.0,611.5
zYqgJo1L5uM.mkv,54,far_short_service_x_right_doubles,6.1,4.720000000000001,1334.0,611.0
zYqgJo1L5uM.mkv,54,near_short_service_x_left_doubles,0.0,8.68,412.0,724.0
zYqgJo1L5uM.mkv,54,near_short_service_x_left_singles,0.46,8.68,512.5,723.0
zYqgJo1L5uM.mkv,54,near_short_service_x_centre,3.05,8.68,1021.5,717.0
zYqgJo1L5uM.mkv,54,near_short_service_x_right_singles,5.64,8.68,1505.5,717.0
zYqgJo1L5uM.mkv,54,near_short_service_x_right_doubles,6.1,8.68,1598.0,716.5
zYqgJo1L5uM.mkv,54,near_long_service_x_centre,3.05,12.64,1219.0,1065.0
zYqgJo1L5uM.mkv,5352,far_baseline_x_left_doubles,0.0,0.0,661.0,553.0
zYqgJo1L5uM.mkv,5352,far_baseline_x_right_doubles,6.1,0.0,1197.0,553.0
zYqgJo1L5uM.mkv,5352,far_baseline_x_left_singles,0.46,0.0,705.0,553.0
zYqgJo1L5uM.mkv,5352,far_baseline_x_centre,3.05,0.0,933.5,553.5
zYqgJo1L5uM.mkv,5352,far_baseline_x_right_singles,5.64,0.0,1157.5,553.0
zYqgJo1L5uM.mkv,5352,far_long_service_x_left_doubles,0.0,0.76,651.375,559.75
zYqgJo1L5uM.mkv,5352,far_long_service_x_left_singles,0.46,0.76,697.0,560.5
zYqgJo1L5uM.mkv,5352,far_long_service_x_right_singles,5.64,0.76,1170.5,560.5
zYqgJo1L5uM.mkv,5352,far_long_service_x_right_doubles,6.1,0.76,1215.5,560.0
zYqgJo1L5uM.mkv,5352,near_short_service_x_right_doubles,6.1,8.68,1600.5,714.5
zYqgJo1L5uM.mkv,5352,near_long_service_x_centre,3.05,12.64,1224.5,1063.0
zYqgJo1L5uM.mkv,5352,near_short_service_x_right_singles,5.64,8.68,1510.0,715.0
zYqgJo1L5uM.mkv,5352,far_short_service_x_left_doubles,0.0,4.720000000000001,579.0,610.0
zYqgJo1L5uM.mkv,5352,far_short_service_x_left_singles,0.46,4.720000000000001,642.0,610.5
zYqgJo1L5uM.mkv,5352,far_short_service_x_centre,3.05,4.720000000000001,967.5,612.0
zYqgJo1L5uM.mkv,5352,far_short_service_x_right_singles,5.64,4.720000000000001,1280.0,610.0
zYqgJo1L5uM.mkv,5352,far_short_service_x_right_doubles,6.1,4.720000000000001,1338.0,609.5
zYqgJo1L5uM.mkv,5352,near_short_service_x_left_doubles,0.0,8.68,420.5,722.5
zYqgJo1L5uM.mkv,5352,near_short_service_x_left_singles,0.46,8.68,520.5,721.0
zYqgJo1L5uM.mkv,5352,near_short_service_x_centre,3.05,8.68,1027.0,716.0
BkjErIAsZu4.mkv,150,near_baseline_x_right_doubles,6.1,13.4,1159.5,895.0
BkjErIAsZu4.mkv,150,far_baseline_x_right_singles,5.64,0.0,1448.5,441.0
BkjErIAsZu4.mkv,150,far_long_service_x_left_doubles,0.0,0.76,1029.5,425.0
BkjErIAsZu4.mkv,150,far_short_service_x_left_doubles,0.0,4.720000000000001,887.0,444.0
BkjErIAsZu4.mkv,150,far_short_service_x_left_singles,0.46,4.720000000000001,922.5,447.0
BkjErIAsZu4.mkv,150,far_short_service_x_centre,3.05,4.720000000000001,1138.0,462.0
BkjErIAsZu4.mkv,150,far_short_service_x_right_singles,5.64,4.720000000000001,1402.0,479.5
BkjErIAsZu4.mkv,150,far_short_service_x_right_doubles,6.1,4.720000000000001,1460.0,482.0
BkjErIAsZu4.mkv,150,near_short_service_x_left_doubles,0.0,8.68,637.0,478.0
BkjErIAsZu4.mkv,150,near_short_service_x_left_singles,0.46,8.68,676.5,482.5
BkjErIAsZu4.mkv,150,near_short_service_x_centre,3.05,8.68,950.5,508.0
BkjErIAsZu4.mkv,150,near_short_service_x_right_singles,5.64,8.68,1324.0,544.0
BkjErIAsZu4.mkv,150,near_short_service_x_right_doubles,6.1,8.68,1409.0,552.0
BkjErIAsZu4.mkv,150,near_long_service_x_left_doubles,0.0,12.64,102.0,552.0
BkjErIAsZu4.mkv,150,near_long_service_x_left_singles,0.46,12.64,147.0,562.5
BkjErIAsZu4.mkv,150,near_long_service_x_centre,3.05,12.64,489.5,628.0
BkjErIAsZu4.mkv,150,near_long_service_x_right_singles,5.64,12.64,1083.5,743.0
BkjErIAsZu4.mkv,150,near_long_service_x_right_doubles,6.1,12.64,1246.0,776.5
BkjErIAsZu4.mkv,150,near_baseline_x_centre,3.05,13.4,305.0,678.0
BkjErIAsZu4.mkv,150,near_baseline_x_right_singles,5.64,13.4,964.0,845.0
BkjErIAsZu4.mkv,28019,near_baseline_x_right_doubles,6.1,13.4,1160.0,895.0
BkjErIAsZu4.mkv,28019,far_short_service_x_left_doubles,0.0,4.720000000000001,884.25,442.875
BkjErIAsZu4.mkv,28019,far_short_service_x_left_singles,0.46,4.720000000000001,917.875,446.5
BkjErIAsZu4.mkv,28019,far_short_service_x_centre,3.05,4.720000000000001,1137.875,461.25
BkjErIAsZu4.mkv,28019,far_short_service_x_right_singles,5.64,4.720000000000001,1403.125,478.25
BkjErIAsZu4.mkv,28019,far_short_service_x_right_doubles,6.1,4.720000000000001,1460.5,481.5
BkjErIAsZu4.mkv,28019,near_short_service_x_left_doubles,0.0,8.68,635.0,477.5
BkjErIAsZu4.mkv,28019,near_short_service_x_left_singles,0.46,8.68,674.25,482.0
BkjErIAsZu4.mkv,28019,near_short_service_x_centre,3.05,8.68,950.875,506.875
BkjErIAsZu4.mkv,28019,near_short_service_x_right_singles,5.64,8.68,1324.625,543.125
BkjErIAsZu4.mkv,28019,near_short_service_x_right_doubles,6.1,8.68,1410.125,550.75
BkjErIAsZu4.mkv,28019,near_long_service_x_left_doubles,0.0,12.64,99.5,552.0
BkjErIAsZu4.mkv,28019,near_long_service_x_left_singles,0.46,12.64,144.5,561.75
BkjErIAsZu4.mkv,28019,near_long_service_x_centre,3.05,12.64,489.5,627.125
BkjErIAsZu4.mkv,28019,near_long_service_x_right_singles,5.64,12.64,1084.0,742.5
BkjErIAsZu4.mkv,28019,near_long_service_x_right_doubles,6.1,12.64,1247.0,776.0
BkjErIAsZu4.mkv,28019,near_baseline_x_centre,3.05,13.4,301.875,677.875
BkjErIAsZu4.mkv,28019,near_baseline_x_right_singles,5.64,13.4,964.125,845.0
